,Unnamed: 0,BrandName,Deatils,Sizes,MRPNum,SellPrice,DiscountPercentage,Category,inBudgetPrice,CustomerValue
1000,21,life,printed cotton round neck womens regular fit top - navy,"Size:Large,Medium,Small,X-Small",5.99,2.99,0.5,Westernwear-Women,6,6
1001,3,altlife,printed viscose blend regular neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",5.99,2.99,0.5,Westernwear-Women,6,6
1002,21,life,printed cotton round neck womens regular fit top - pink,"Size:Large,Medium,Small,X-Large,X-Small",5.99,2.99,0.5,Westernwear-Women,6,6
1003,0,life,printed round neck cotton womens top - navy,"Size:Large,Medium,Small,X-Small",5.99,2.99,0.5,Westernwear-Women,6,6
1004,18,stop,solid polyester lycra round neck womens regular fit top - black,"Size:Large,Medium,Small,X-Large,XX-Large",5.99,2.99,0.5,Westernwear-Women,6,6
1005,5,altlife,solid cotton regular neck womens t-shirt - turquoise,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",5.99,2.99,0.5,Westernwear-Women,6,6
1006,14,altlife,solid cotton regular neck womens westernwear top - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",5.99,2.99,0.5,Westernwear-Women,6,6
1007,20,fratini,solid cotton round neck womens regular top - black,"Size:Large,Medium,XX-Large",5.99,2.99,0.5,Westernwear-Women,6,6
1008,12,altlife,solid cotton regular neck womens t-shirt - lilac,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",5.99,2.99,0.5,Westernwear-Women,6,6
1009,21,altlife,printed polyester blend regular neck womens t-shirt - aqua,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",5.99,2.99,0.5,Westernwear-Women,6,6
1010,6,life,printed cotton round neck womens regular fit top - navy,"Size:Large,Medium,Small,X-Large,X-Small",5.99,2.99,0.5,Westernwear-Women,6,6
1011,20,life,solid round neck cotton lycra womens regular fit top - black,"Size:X-Large,X-Small",5.99,2.99,0.5,Westernwear-Women,6,6
1012,23,life,printed cotton round neck womens regular fit top - fuschia,"Size:Large,Medium,Small,X-Small",5.99,2.99,0.5,Westernwear-Women,6,6
1013,21,life,embroidered cotton round neck womens regular fit t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small",5.99,2.99,0.5,Westernwear-Women,6,6
1014,2,life,printed cotton round neck womens regular fit t-shirt - navy,"Size:Large,Medium,Small,X-Large,X-Small",5.99,2.99,0.5,Westernwear-Women,6,6
1015,24,infuse,regular fit full length cotton womens loungewear pyjamas - maroon,"Size:28,30,32",5.99,2.99,0.5,Westernwear-Women,6,6
1016,4,life,printed jersey round neck womens t-shirt - lilac,"Size:Large,Medium,Small,X-Large,X-Small",5.99,2.99,0.5,Westernwear-Women,6,6
1017,11,life,printed cotton round neck womens regular fit top - pink,"Size:Large,Medium,Small,X-Large,X-Small",5.99,2.99,0.5,Westernwear-Women,6,6
1018,16,life,printed cotton round neck womens regular t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small",5.99,2.99,0.5,Westernwear-Women,6,6
1019,16,altlife,colour block cotton regular neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",5.99,2.99,0.5,Westernwear-Women,6,6
1020,19,fratini,printed cotton round neck womens regular top - blush,"Size:Large,Medium,Small,XX-Large",5.99,2.99,0.5,Westernwear-Women,6,6
1021,4,life,printed round neck jersey womens regular fit dress - white,"Size:Large,Small,X-Large,X-Small",5.99,2.99,0.5,Westernwear-Women,6,6
1022,10,fratini,solid cotton round neck womens regular fit t-shirt - white,"Size:Large,X-Large,XX-Large",5.99,2.99,0.5,Westernwear-Women,6,6
1023,18,life,printed cotton round neck womens regular t-shirt - navy,"Size:Large,Medium,Small,X-Large,X-Small",5.99,2.99,0.5,Westernwear-Women,6,6
1024,21,life,printed round neck cotton womens regular fit top - anthra melange,"Size:Small,X-Small",5.99,2.99,0.5,Westernwear-Women,6,6
1025,13,altlife,printed cotton round neck womens active wear t-shirt - lilac,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",5.99,2.99,0.5,Westernwear-Women,6,6
1026,18,altlife,printed viscose blend regular neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",5.99,2.99,0.5,Westernwear-Women,6,6
1027,20,altlife,printed relaxed fit viscose blend womens active wear t-shirt - nude,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",5.99,2.99,0.5,Westernwear-Women,6,6
1028,7,life,printed round neck cotton womens regular fit top - black,"Size:Small,X-Small",5.99,2.99,0.5,Westernwear-Women,6,6
1029,23,fratini,printed jersey round neck womens regular fit knit top - blush,Size:Small,5.99,2.99,0.5,Westernwear-Women,6,6
1030,6,life,printed cotton round neck womens regular fit t-shirt - black,"Size:Large,Medium,Small,X-Small",5.99,2.99,0.5,Westernwear-Women,6,6
1031,4,altlife,solid cotton regular neck womens westernwear top - butter,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",5.99,2.99,0.5,Westernwear-Women,6,6
1032,11,life,printed cotton round neck womens regular t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small",5.99,2.99,0.5,Westernwear-Women,6,6
1033,3,life,printed cotton round neck womens regular t-shirt - off white,"Size:Large,Medium,Small,X-Large,X-Small",5.99,2.99,0.5,Westernwear-Women,6,6
1034,5,fratini,printed cotton round neck womens regular top - red,"Size:Large,Medium,Small,X-Large",5.99,2.99,0.5,Westernwear-Women,6,6
1035,7,life,printed cotton round neck womens regular fit t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small",5.99,2.99,0.5,Westernwear-Women,6,6
1036,18,altlife,printed viscose blend regular neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",5.99,2.99,0.5,Westernwear-Women,6,6
1037,20,life,printed round neck cotton womens silhouette top - dark brown,"Size:Large,Medium,Small,X-Small",5.99,2.99,0.5,Westernwear-Women,6,6
1038,24,life,solid round neck cotton lycra womens regular fit top - olive,"Size:X-Large,X-Small",5.99,2.99,0.5,Westernwear-Women,6,6
1039,13,altlife,colour block cotton regular neck womens t-shirt - royal blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",5.99,2.99,0.5,Westernwear-Women,6,6
1040,2,life,printed cotton round neck womens regular t-shirt - olive,"Size:Small,X-Small",5.99,2.99,0.5,Westernwear-Women,6,6
1041,1,fratini,printed cotton round neck womens regular t-shirt - red,"Size:Large,Medium,Small",5.99,2.99,0.5,Westernwear-Women,6,6
1042,8,fratini,solid jersey round neck womens regular fit t-shirt - black,"Size:Large,Small",5.99,2.99,0.5,Westernwear-Women,6,6
1043,10,stop,womens free size printed dupatta - green,Nan,5.99,2.99,0.5,Indianwear-Women,6,6
1044,0,stop,womens free size printed dupatta - fuschia,Nan,5.99,2.99,0.5,Indianwear-Women,6,6
1045,21,stop,womens free size printed dupatta - red,Nan,5.99,2.99,0.5,Indianwear-Women,6,6
1046,9,stop,full length silk blend woven womens dupatta - orange,Nan,5.99,2.99,0.5,Indianwear-Women,6,6
1047,10,stop,womens free size printed dupatta - coral,Nan,5.99,2.99,0.5,Indianwear-Women,6,6
1048,21,stop,full length cotton woven womens dupatta - peach,Nan,5.99,2.99,0.5,Indianwear-Women,6,6
1049,15,stop,full length silk blend woven womens dupatta - off white,Nan,5.99,2.99,0.5,Indianwear-Women,6,6
1050,20,stop,full length cotton woven womens dupatta - orange,Nan,5.99,2.99,0.5,Indianwear-Women,6,6
1051,1,insense,regular fit full length cotton womens night wear pyjamas - black,"Size:28,30,32",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1052,3,insense,calf length cotton blend womens night wear capri - pink,"Size:28,30,32,34,36",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1053,21,insense,calf length cotton blend womens night wear capri - navy,"Size:28,30,32,34,36",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1054,4,insense,calf length cotton blend womens night wear capri - lilac,"Size:28,30,32,34,36",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1055,5,insense,printed cotton regular neck womens t-shirt - air force,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1056,24,insense,calf length cotton blend womens night wear capri - grey melange,"Size:28,30,32,34,36",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1057,6,insense,calf length cotton blend womens night wear capri - peach,"Size:28,30,32,34,36",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1058,7,insense,solid polyester blend round neck womens t-shirt - navy,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1059,10,insense,calf length cotton blend womens night wear capri - anthra melange,"Size:28,30,32,34,36",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1060,14,enamor,non-wired removable strap non padded womens every day bra - eclipse,"Size:32-B,32-D",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1061,5,insense,regular fit full length cotton blend womens night wear pyjamas - anthra melange,"Size:28,30,32,34,36",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1062,0,insense,regular fit full length cotton womens night wear pyjamas - mint,"Size:28,30,32",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1063,17,insense,calf length cotton blend womens night wear capri - peach,"Size:28,30,32,34,36",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1064,5,insense,printed cotton regular neck womens t-shirt - red,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1065,11,insense,printed cotton regular neck womens t-shirt - oatmeal,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1066,21,enamor,non-wired removable strap non padded womens every day bra - violet,"Size:32-B,32-D,38-B",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1067,25,insense,calf length cotton blend womens night wear capri - chambray,"Size:28,30,32,34,36",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1068,25,insense,printed cotton regular neck womens t-shirt - red,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1069,12,insense,calf length cotton blend womens night wear capri - pale peach,"Size:28,30,32,34,36",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1070,0,insense,calf length cotton blend womens night wear capri - butter,"Size:28,30,32,34,36",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1071,8,triumph,womens colour block hipster briefs - natural,"Size:Large,Medium,Small,X-Large",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1072,13,insense,printed cotton regular neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1073,4,insense,printed cotton regular neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1074,4,clovia,womens non-padded non-wired bra - black,"Size:32-B,32-C,32-D,34-B,34-C,34-D,36-B,36-C,36-D,38-B,38-C,40-B",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1075,8,insense,printed cotton regular neck womens t-shirt - sage,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1076,10,insense,printed cotton regular neck womens t-shirt - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1077,18,insense,printed cotton regular neck womens t-shirt - red,"Size:Large,Medium,Small,X-Large,X-Small",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1078,0,insense,printed cotton regular neck womens t-shirt - light blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1079,14,triumph,polyester womens intimatewear panty - natural,"Size:Large,Small",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1080,25,insense,printed cotton regular neck womens t-shirt - ecru,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1081,9,triumph,womens new lace bandeau tanga - deep blue,"Size:Large,Medium,Small,X-Large",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1082,24,triumph,polyamide comfort touch 01 everyday invisible microfibre womens hipster briefs - red mix,Size:Large,5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1083,6,triumph,womens nylon blend midi briefs - blue,"Size:Small,X-Large",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1084,2,triumph,polyamide layered blossom seamless modern womens hipster briefs - natural,"Size:Large,Medium,Small,X-Large",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1085,9,enamor,womens solid padded non wired full coverage bra - charcoal,"Size:Medium,Small",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1086,24,enamor,womens non padded non wired full coverage every day bra - purple,"Size:32-DD,34-DD,36-DD,38-DD,40-B,40-C,40-D,42-B,42-C",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1087,19,triumph,womens nylon blend hipsters - bordeaux,"Size:Large,X-Large",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1088,10,insense,printed cotton regular neck womens t-shirt - grey melange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1089,24,triumph,womens new lace bandeau tanga - natural,"Size:Large,Medium,Small,X-Large",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1090,12,triumph,womens palm t-shirt bra hipster - grey,Size:X-Large,5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1091,17,triumph,polyamide beauty-full 157 optimum comfort womens hipster briefs - van dyke brown,Size:Large,5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1092,7,clovia,womens non-padded non-wired bra - yellow,"Size:32-B,32-C,32-D,34-B,34-C",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1093,13,clovia,womens non-padded non-wired polka print bra - grey,"Size:32-C,34-B,34-C",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1094,20,enamor,womens non padded non wired full coverage every day bra - natural,"Size:32-DD,34-DD,36-DD,38-DD,40-B,40-C,40-D,42-B,42-C",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1095,19,triumph,polyester womens intimatewear panty - brown,"Size:Large,Medium,Small,X-Large",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1096,14,clovia,womens non-padded non- wired bra in light blue - cotton rich - blue,"Size:32-B,32-C,34-B,34-C",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1097,23,enamor,womens non padded non wired full coverage every day bra - off white,"Size:32-DD,34-DD,36-DD,38-DD,40-B,40-C,40-D,42-B,42-C",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1098,11,clovia,womens cotton rich non padded non wired t shirt bra - red,"Size:32-C,32-D,34-B,36-B,38-B",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1099,9,clovia,womens non-padded non-wired bra in blue - cotton rich - blue,"Size:32-B,32-C",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1100,1,enamor,womens non padded non wired full coverage every day bra - red mix,Size:32-D,5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1101,8,triumph,womens nylon blend midi briefs - brown tone,Size:Small,5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1102,20,clovia,womens cotton rich non-padded non-wired bra with mesh inserts - grey,"Size:32-B,32-C,34-B,34-C",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1103,25,enamor,womens non padded non wired full coverage every day bra - buff,"Size:32-DD,34-DD,36-DD,38-DD,40-B,40-C,40-D,42-B,42-C",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1104,15,enamor,womens non padded non wired full coverage every day bra - black mix,"Size:32-DD,34-DD,36-DD,38-DD,40-B,40-C,40-D,42-B,42-C",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1105,4,enamor,womens non padded non wired full coverage every day bra - black,"Size:32-DD,34-DD,36-DD,38-DD,40-B,40-C,40-D,42-B,42-C",5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1106,16,clovia,womens non-padded non-wired bra in light grey - 100% cotton - grey,Size:32-C,5.99,2.99,0.5,Lingerie&Nightwear-Women,6,6
1107,19,ayesha,set of four statement gold-toned pearl studded hairclips,Nan,5.99,2.99,0.5,Jewellery-Women,6,6
1108,20,ayesha,lock mini pendant silver-toned stone studded dainty necklace,Nan,5.99,2.99,0.5,Jewellery-Women,6,6
1109,15,ayesha,chunky bold stone studded oversized gold-toned triple drop earrings,Nan,5.99,2.99,0.5,Jewellery-Women,6,6
1110,7,ayesha,set of 2 maroon velvet and black braided hairbands,Nan,5.99,2.99,0.5,Jewellery-Women,6,6
1111,2,ayesha,set of three contemporary gold-toned party earrings,Nan,5.99,2.99,0.5,Jewellery-Women,6,6
1112,20,ayesha,set of 2 braided leather thin black and pink hairbands,Nan,5.99,2.99,0.5,Jewellery-Women,6,6
1113,6,madame,womens delicate stone wrapped hoop earrings,Nan,5.99,3.29,0.4,Jewellery-Women,6,6
1114,25,mystere paris,activewear/nightwear womens t-shirt - grey,"Size:Large,Medium,Small,X-Large,XX-Large",5.99,3.59,0.4,Westernwear-Women,6,6
1115,17,mystere paris,activewear/nightwear womens t-shirt - blue,"Size:Large,Medium,Small,X-Large,XX-Large",5.99,3.59,0.4,Westernwear-Women,6,6
1116,4,clovia,women backless multiway cotton bra - black,Size:34-C,5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1117,17,clovia,womens non-padded front open plunge neck t-shirt bra - black,"Size:32-B,32-C,34-C,36-C",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1118,6,clovia,womens cotton rich non-padded non-wired t-shirt bra with lace - white,"Size:32-B,32-C,32-D,34-B,34-C,34-D,36-B,36-C,36-D,38-B,38-C,38-D,40-B,40-C",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1119,3,clovia,womens full coverage - red,"Size:32-B,32-C,34-B,34-C,36-B,36-C,38-B,38-C,40-B",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1120,5,clovia,womens non-padded full cup bra - blue,"Size:32-B,34-C",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1121,21,clovia,womens u-back bra - purple,"Size:32-B,32-C,34-B,34-C,36-B,36-C,38-B,38-C,40-B",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1122,0,triumph,fixed straps womens every day bra - black,"Size:Large,Medium,Small,X-Large",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1123,20,mystere paris,regular fit short length cotton womens shorts - peach,"Size:Large,X-Large",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1124,7,clovia,womens full coverage bra - red,"Size:32-B,32-C,34-B,34-C,36-B,36-C,38-B,40-B",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1125,1,clovia,womens non-padded full cup bra - red,"Size:32-B,32-C,34-B,34-C,36-B,36-C,38-B,38-C,40-B",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1126,10,clovia,lace non-padded wirefree bra - black,"Size:32-B,32-C,34-B,34-C,36-B,36-C,38-B,40-B",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1127,15,mystere paris,regular fit short length rayon womens shorts - red,"Size:Large,X-Large,XX-Large",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1128,4,mystere paris,printed cotton regular fit womens shorts - maroon,"Size:Large,Medium,Small,X-Large,XX-Large",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1129,18,clovia,womens cotton rich non-padded non-wired bra - maroon,"Size:32-B,32-C,32-D,34-B,34-C,36-B,40-C",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1130,19,clovia,cotton rich non padded wirefree t-shirt bra - natural,"Size:32-C,34-B,34-C",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1131,25,clovia,womens non-padded bra - yellow,"Size:32-B,32-C,34-B,34-C,36-B,36-C,38-B,38-C,40-B",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1132,4,mystere paris,activewear/nightwear womens shorts - blue,"Size:Large,X-Large,XX-Large",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1133,6,clovia,womens non padded non wired plunge bra - blue,"Size:32-C,34-C,36-B,36-C,40-B",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1134,8,clovia,womens full coverage bra - orange,"Size:32-B,32-C,34-B,34-C",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1135,9,clovia,womens non padded non wired full coverage bra - pink,"Size:32-B,32-C,32-D,34-B,34-C,34-D,36-B,36-C,38-B,38-C,40-B,40-C",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1136,23,clovia,womens non-padded non-wired t-shirt bra - pink,"Size:32-B,32-C,32-D,34-C,36-B,36-C,38-B,38-C,40-B,40-C",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1137,25,clovia,cotton rich t shirt bra with cross-over moulded cups - black,"Size:32-C,34-C,36-B,38-B",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1138,12,clovia,womens cotton rich non-padded non-wired t-shirt bra with lace - black,"Size:32-B,32-C,32-D,34-B,34-C,36-B,36-C,38-C",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1139,14,clovia,womens full coverage - green,"Size:32-B,32-C,34-B,34-C,36-B,36-C",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1140,4,mystere paris,activewear/nightwear womens shorts - green,Size:X-Large,5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1141,20,clovia,womens cotton rich non-padded non-wired bra - white,"Size:32-C,32-D,34-B,34-C,34-D,36-B,36-C,36-D,38-B,38-C,40-B,40-C,42-B",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1142,21,clovia,womens cotton rich non-padded non-wired multiway t-shirt bra - red,"Size:32-B,32-C,32-D,34-B,34-C,36-B,36-C,36-D,38-B,38-C,40-B",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1143,16,mystere paris,activewear/nightwear womens shorts - grey,Size:X-Large,5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1144,25,triumph,fixed straps womens every day bra - pink,"Size:Large,Medium,Small,X-Large",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1145,13,clovia,womens full coverage - maroon,"Size:32-B,32-C,34-B,34-C,36-B,36-C,38-B,38-C,40-B",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1146,4,mystere paris,printed cotton regular fit womens shorts - red,"Size:Large,Medium,Small,X-Large,XX-Large",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1147,2,clovia,womens non-padded bra - natural,"Size:32-B,32-C,36-C",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1148,5,clovia,womens solid non padded non wired full coverage bra - blue,"Size:32-B,32-C,34-B,34-C,36-B,38-B",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1149,0,mystere paris,textured cotton regular fit womens shorts - navy,Size:X-Large,5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1150,15,mystere paris,textured cotton regular fit womens shorts - green,Size:X-Large,5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1151,13,clovia,womens cotton rich non-padded non-wired bra - white,"Size:32-B,32-C,32-D,34-B,34-C,34-D,36-B,36-C,36-D",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1152,15,clovia,womens cotton rich non-wired spacer cup t-shirt bra - natural,"Size:32-B,32-C,32-D,34-B,34-C,34-D,36-C,38-B,40-C",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1153,17,mystere paris,regular fit short length cotton womens shorts - green,"Size:Large,Medium,X-Large,XX-Large",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1154,18,clovia,womens cotton rich full cup lacy bra white - white,"Size:32-C,32-D,34-D,36-B,36-D,38-B",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1155,17,clovia,womens non-padded full cup bra - blue,"Size:32-B,32-C,34-B,34-C,36-B,38-C,40-B",5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1156,18,clovia,cotton rich non-padded full support bra - off white,Size:32-B,5.99,3.59,0.4,Lingerie&Nightwear-Women,6,6
1157,15,crimsoune club,printed poly cotton y neck womens t-shirt - navy,"Size:Medium,Small",5.99,4.19,0.3,Westernwear-Women,6,6
1158,0,enamor,cotton womens tunic t-shirt - baby pink,Size:Medium,5.99,4.19,0.3,Westernwear-Women,6,6
1159,5,crimsoune club,graphic poly cotton y neck womens t-shirt - pink,"Size:Large,Medium,XX-Large",5.99,4.19,0.3,Westernwear-Women,6,6
1160,17,lovegen,printed cotton stretch round neck womens t-shirt - royal blue,Size:X-Large,5.99,4.19,0.3,Westernwear-Women,6,6
1161,12,crimsoune club,printed poly cotton y neck womens t-shirt - green,"Size:Large,Medium,X-Large,XX-Large",5.99,4.19,0.3,Westernwear-Women,6,6
1162,23,lovegen,printed cotton round neck womens regular fit t-shirt - off white,"Size:Large,Medium,Small,X-Large,X-Small",5.99,4.19,0.3,Westernwear-Women,6,6
1163,17,lovegen,embroidered cotton stretch round neck womens t-shirt - white,Size:X-Large,5.99,4.19,0.3,Westernwear-Women,6,6
1164,16,enamor,womens lace bikini briefs - red,"Size:XL,Large,Medium",5.99,4.19,0.3,Lingerie&Nightwear-Women,6,6
1165,24,enamor,womens lace bikini briefs - peacock,"Size:XL,Large,Medium",5.99,4.19,0.3,Lingerie&Nightwear-Women,6,6
1166,2,enamor,womens athleisure swing tank top - ice blue,Size:Medium,5.99,4.19,0.3,Lingerie&Nightwear-Women,6,6
1167,0,enamor,cotton womens tunic t-shirt - baby pink,Size:Medium,5.99,4.19,0.3,Lingerie&Nightwear-Women,6,6
1168,15,life,womens multilayered necklace with square rainbow shine crystal beads - red,Nan,5.99,4.19,0.3,Jewellery-Women,6,6
1169,23,tribal zone,womens c shaped aztec oxidised silver stud earrings - silver,Nan,5.99,4.19,0.3,Jewellery-Women,6,6
1170,13,tribal zone,womens silver hoops gypsy party earrings - silver,Nan,5.99,4.19,0.3,Jewellery-Women,6,6
1171,11,triumph,polyester blend womens hipster - natural,"Size:Large,XX-Large",5.99,4.49,0.2,Lingerie&Nightwear-Women,6,6
1172,7,kraus,solid cotton round neck womens t-shirt - black,Size:Large,5.99,5.39,0.1,Westernwear-Women,6,6
1173,23,sweet dreams,solid cotton regular fit womens shorts - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",5.99,5.39,0.1,Lingerie&Nightwear-Women,6,6
1174,15,sweet dreams,solid cotton regular fit womens shorts - charcoal,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",5.99,5.39,0.1,Lingerie&Nightwear-Women,6,6
1175,16,sweet dreams,solid cotton regular fit womens shorts - blue,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",5.99,5.39,0.1,Lingerie&Nightwear-Women,6,6
1176,4,sweet dreams,solid cotton regular fit womens shorts - navy,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",5.99,5.39,0.1,Lingerie&Nightwear-Women,6,6
1177,1,giva,cubic zirconia sterling silver wired western nose pin,Nan,5.99,5.69,0.5,Jewellery-Women,6,6
1178,15,clovia,womens bikini brief - set of 3 - multi,Size:Medium,6.0,2.4,0.6,Lingerie&Nightwear-Women,6,6
