,Unnamed: 0,BrandName,Deatils,Sizes,MRPNum,SellPrice,DiscountPercentage,Category,inBudgetPrice,CustomerValue
6551,1,stop,solid regular neck acrylic womens pullover - tan,"Size:Large,Medium,X-Large,XX-Large",14.99,7.49,0.5,Westernwear-Women,15,15
6552,12,stop,womens textured knee length winter wear tunic - rust,"Size:Large,Medium,Small,X-Large,XX-Large",14.99,7.49,0.5,Westernwear-Women,15,15
6553,12,reebok,solid cotton round neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large",14.99,7.49,0.5,Westernwear-Women,15,15
6554,12,and,womens solid mandarin collar top - pink,Size:8,14.99,7.49,0.5,Westernwear-Women,15,15
6555,20,crimsoune club,stripes polyester y neck womens top - white,"Size:Large,Medium,Small,X-Large",14.99,7.49,0.5,Westernwear-Women,15,15
6556,0,life,womens tencel solid joggers - black,"Size:26,28,32,34",14.99,7.49,0.5,Westernwear-Women,15,15
6557,2,life,skinny fit ankle length cotton lycra womens jeans - light blue,"Size:26,28,30,32,34,36",14.99,7.49,0.5,Westernwear-Women,15,15
6558,4,and,solid polyester boat neck womens a-line top - black,"Size:8,10",14.99,7.49,0.5,Westernwear-Women,15,15
6559,5,latin quarters,solid nylon stretch regular fit womens leggings - blue,"Size:S,M,L,XL",14.99,7.49,0.5,Westernwear-Women,15,15
6560,18,stop,regular fit full length acrylic womens palazzos - grey,"Size:Large/X-Large,Small/Medium",14.99,7.49,0.5,Westernwear-Women,15,15
6561,8,global desi,geometric viscose round neck womens straight top - natural,"Size:XL,Large,Medium,Small,X-Small",14.99,7.49,0.5,Westernwear-Women,15,15
6562,18,life,skinny fit ankle length cotton lycra womens jeans - light blue,"Size:26,28,30,32,34,36",14.99,7.49,0.5,Westernwear-Women,15,15
6563,5,latin quarters,printed rayon round neck womens blouson blouse - peach,Size:S,14.99,7.49,0.5,Westernwear-Women,15,15
6564,2,stop,solid regular fit polyester womens formal pants - black,"Size:28,30,32,34,36",14.99,7.49,0.5,Westernwear-Women,15,15
6565,20,fratini,solid round neck nylon womens regular fit dress - blush,"Size:Medium,Small",14.99,7.49,0.5,Westernwear-Women,15,15
6566,4,global desi,floral v-neck womens top - blue,"Size:Medium,Small,X-Small",14.99,7.49,0.5,Westernwear-Women,15,15
6567,23,stop,regular fit full length acrylic womens palazzos - grey,"Size:Large/X-Large,Small/Medium",14.99,7.49,0.5,Westernwear-Women,15,15
6568,8,stop,solid regular neck acrylic womens pullover - grey melange,Size:Small,14.99,7.49,0.5,Westernwear-Women,15,15
6569,17,fratini,solid regular neck acrylic womens cardigan - black,"Size:Medium,Small",14.99,7.49,0.5,Westernwear-Women,15,15
6570,8,marie claire,regular fit above knee cotton womens casual shorts - grey,Size:28,14.99,7.49,0.5,Westernwear-Women,15,15
6571,13,kraus,solid hood cotton blend women sweatshirts - wine,Size:Small,14.99,7.49,0.5,Westernwear-Women,15,15
6572,1,global desi,self design v-neck womens top - black,"Size:Large,Medium,Small,X-Small",14.99,7.49,0.5,Westernwear-Women,15,15
6573,8,stop,regular fit full length acrylic womens palazzos - black,"Size:Large/X-Large,Small/Medium",14.99,7.49,0.5,Westernwear-Women,15,15
6574,25,fratini,solid regular neck acrylic womens cardigan - pink,"Size:Large,Medium,Small,X-Large,X-Small",14.99,7.49,0.5,Westernwear-Women,15,15
6575,2,kraus,solid collared rayon womens regular fit top - olive,Size:Small,14.99,7.49,0.5,Westernwear-Women,15,15
6576,4,crimsoune club,womens slim fit solid top - grey,"Size:Large,Medium,Small,X-Large,XX-Large",14.99,7.49,0.5,Westernwear-Women,15,15
6577,19,stop,womens textured knee length winter wear tunic - pink,"Size:Large,Medium,Small,X-Large,XX-Large",14.99,7.49,0.5,Westernwear-Women,15,15
6578,21,stop,solid regular neck acrylic womens pullover - mustard,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Westernwear-Women,15,15
6579,20,stop,printed cambric mandarin womens calf length kurta - yellow,"Size:S,M,L,X-Large,X-Small",14.99,7.49,0.5,Indianwear-Women,15,15
6580,3,stop,printed cambric mandarin womens calf length kurta - rust,"Size:S,L,X-Large,X-Small",14.99,7.49,0.5,Indianwear-Women,15,15
6581,10,infuse,printed round neck regular fit womens tunic - multi,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6582,12,stop,printed cambric mandarin womens calf length kurta - mustard,"Size:S,M,L,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6583,5,stop,printed cambric mandarin womens calf length kurta - brown,"Size:S,M,L,X-Large,X-Small",14.99,7.49,0.5,Indianwear-Women,15,15
6584,19,juniper,printed georgette round neck womens high-low tunic - pink,"Size:Large,Medium,Small,X-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6585,12,stop,printed knee length casual wear kurta - off white,"Size:S,M,L,X-Large,X-Small",14.99,7.49,0.5,Indianwear-Women,15,15
6586,25,haute curry,mandarin neck rayon regular womens dress - grey,"Size:Large,Medium,Small,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6587,14,haute curry,round neck cotton slub regular womens dress - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6588,5,infuse,floral round neck regular fit womens tunic - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6589,9,stop,printed cotton womens 3/4th sleeves kurta - peach,"Size:S,M,L,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6590,7,haute curry,round neck rayon regular womens dress - mint,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6591,0,stop,embroidered rayon round neck womens regular tunic - lavender,"Size:XL,Large,Medium,Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6592,8,stop,printed cambric round neck womens calf length kurta - off white,"Size:S,M,L,X-Large,X-Small",14.99,7.49,0.5,Indianwear-Women,15,15
6593,17,haute curry,round neck rayon regular womens dress - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6594,15,stop,printed cotton womens 3/4th sleeves kurta - teal,"Size:S,M,L,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6595,12,haute curry,printed rayon v neck womens ethnic dress - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6596,11,stop,printed rayon womens 3/4th sleeves kurta - mustard,"Size:S,M,L,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6597,16,juniper,printed georgette round neck womens high-low tunic - yellow,"Size:Large,Medium,Small,X-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6598,1,infuse,printed round neck regular fit womens tunic - multi,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6599,2,infuse,printed round neck regular fit womens tunic - multi,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6600,3,haute curry,round neck rayon regular womens dress - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6601,7,biba,printed band collar straight fit womens kurti - peach,"Size:32,34",14.99,7.49,0.5,Indianwear-Women,15,15
6602,16,stop,embroidered rayon round neck womens regular tunic - purple,"Size:XL,Large,Medium,Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6603,24,haute curry,round neck rayon regular womens dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6604,5,infuse,printed chanderi round neck womens kurta - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6605,9,infuse,printed chanderi round neck womens kurta - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6606,17,biba,printed band collar straight fit womens kurti - mustard,"Size:32,34",14.99,7.49,0.5,Indianwear-Women,15,15
6607,4,haute curry,round neck rayon regular womens dress - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6608,5,haute curry,printed ankle length casual wear lapel collar shirt dress - peach,"Size:Large,Medium,Small,X-Small",14.99,7.49,0.5,Indianwear-Women,15,15
6609,8,kashish,womens gadhwal 3/4th sleeves regular fit kurta - pink,"Size:Large,Medium,X-Large,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6610,10,haute curry,printed v-neck cotton womens flared sleeve dress - turquoise,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6611,4,haute curry,round neck rayon regular womens dress - teal,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6612,23,haute curry,round neck cotton slub regular womens dress - mint,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6613,13,biba,printed round neck straight fit womens kurti - peach,Size:34,14.99,7.49,0.5,Indianwear-Women,15,15
6614,3,haute curry,round neck rayon regular womens dress - fuchsia,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6615,11,haute curry,printed round neck rayon womens flared dress - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6616,10,haute curry,round neck rayon regular womens dress - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6617,8,stop,embroidered rayon round neck womens regular tunic - teal,"Size:XL,Large,Medium,Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6618,24,haute curry,round neck rayon regular womens dress - purple,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6619,4,haute curry,printed ankle length casual wear flared sleeve dress with tie-up - yellow,"Size:Large,Medium,Small,X-Small",14.99,7.49,0.5,Indianwear-Women,15,15
6620,23,haute curry,printed v neck rayon womens flared dress - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6621,25,stop,printed v neck assymetrical fit womens kurta - indigo,"Size:S,M,L,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6622,25,haute curry,womens regular fit printed skirts - yellow,"Size:Large/X-Large,Small/Medium",14.99,7.49,0.5,Indianwear-Women,15,15
6623,5,haute curry,round neck rayon regular womens dress - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6624,6,haute curry,printed rayon round neck womens regular dress - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6625,20,haute curry,round neck viscose regular womens dress - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6626,19,haute curry,printed v-neck flex womens flared dress - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6627,24,kashish,embroidered round neck straight fit womens kurta - green,"Size:Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6628,4,haute curry,embroidered crepe womens casual flared dress - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6629,4,janasya,cotton womens tunic - red,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6630,17,infuse,printed rayon round neck womens tunic - maroon,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6631,2,stop,embroidered rayon round neck womens regular tunic - lime green,"Size:XL,Large,Medium,Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6632,25,infuse,floral round neck regular fit womens tunic - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6633,13,kashish,womens gadhwal 3/4th sleeves regular fit kurta - red,"Size:Large,Medium,X-Large,X-Small",14.99,7.49,0.5,Indianwear-Women,15,15
6634,25,stop,embroidered rayon round neck womens regular tunic - maroon,"Size:XL,Large,Medium,Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6635,11,haute curry,round neck rayon regular womens dress - fuchsia,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6636,9,haute curry,printed rayon womens casual cowl dress - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6637,17,haute curry,womens regular fit printed dress - natural,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6638,8,haute curry,printed rayon round neck womens regular dress - red,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6639,18,haute curry,womens rayon  flared skirt - navy,"Size:Large/X-Large,Small/Medium",14.99,7.49,0.5,Indianwear-Women,15,15
6640,15,haute curry,printed rayon round neck womens regular dress - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6641,11,haute curry,solid rayon womens casual tier dress - natural,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6642,14,kashish,embroidered silk blend womens full length palazzos - natural,"Size:Large/X-Large,Small/Medium",14.99,7.49,0.5,Indianwear-Women,15,15
6643,20,stop,printed mandarin collar straight fit womens kurta - fuschia,"Size:S,M,L,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6644,18,haute curry,printed rayon womens casual cowl dress - natural,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6645,24,biba,solid straight cotton womens pants - marine,Size:Medium,14.99,7.49,0.5,Indianwear-Women,15,15
6646,17,stop,yarn dyed mandarin collar a-line womens kurta - blue,"Size:S,M,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6647,9,haute curry,round neck rayon regular womens dress - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6648,23,global desi,womens a-line applique solid casual wear trousers - black,"Size:XL,Large,Medium,Small",14.99,7.49,0.5,Indianwear-Women,15,15
6649,4,aurelia,printed band collar straight womens kurta - natural,"Size:X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6650,3,haute curry,printed ankle length casual wear shirt dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6651,16,haute curry,printed lapel collar flex womens a-line dress - lavender,"Size:Large,Medium,Small,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6652,3,stop,embroidered rayon round neck womens regular tunic - navy,"Size:XL,Large,Medium,Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6653,13,janasya,cotton slub womens tunic - black,"Size:Large,Medium,X-Large,XX-Large,XXX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6654,7,haute curry,printed lapel collar rayon womens a-line dress - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6655,18,yuris,stripes mandarin a line fit womens top - multi,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6656,2,haute curry,womens regular fit printed dress - red,"Size:Large,Medium,Small,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6657,10,stop,solid mandarin collar a line fit womens kurta - purple,"Size:S,M,L,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6658,0,stop,yarn dyed mandarin collar a-line womens kurta - red,"Size:S,M,L,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6659,7,haute curry,solid rayon womens casual shirt dress - mustard,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6660,20,kashish,womens embroidered calf length festive kurta - grey,"Size:Large,Small,X-Small",14.99,7.49,0.5,Indianwear-Women,15,15
6661,12,stop,womens viscose blend mandarin collar a-line kurta - fuschia,"Size:S,M",14.99,7.49,0.5,Indianwear-Women,15,15
6662,3,haute curry,printed lapel collar flex womens a-line dress - lime green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6663,12,juniper,solid silk round neck womens straight kurta - natural,"Size:Large,Medium,Small,X-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6664,20,janasya,floral round neck regular fit womens kurta - peacock,"Size:Large,Medium,Small,X-Large,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6665,11,kashish,womens art silk sleeveless straight fit choli - fuschia,"Size:Large,Medium,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6666,25,kashish,embroidered cotton womens full length palazzos - natural,"Size:Large/X-Large,Small/Medium",14.99,7.49,0.5,Indianwear-Women,15,15
6667,13,haute curry,printed round neck rayon womens flared cowl dress - blue,"Size:Large,Medium,Small,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6668,18,haute curry,womens cotton  flared skirt - yellow,"Size:Large/X-Large,Small/Medium",14.99,7.49,0.5,Indianwear-Women,15,15
6669,19,janasya,womens light green poly crepe kurta (jne3473) - leaf green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6670,14,haute curry,solid v-neck cotton slub womens empire waist dress - turquoise,"Size:Large,Medium,Small,X-Large,X-Small",14.99,7.49,0.5,Indianwear-Women,15,15
6671,23,biba,printed round neck straight fit womens kurti - mustard,Size:34,14.99,7.49,0.5,Indianwear-Women,15,15
6672,2,kashish,womens art silk 3/4th sleeves straight fit kurta - coral,"Size:Large,Medium,Small,X-Large,X-Small",14.99,7.49,0.5,Indianwear-Women,15,15
6673,11,haute curry,printed ankle length casual wear cowl dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small",14.99,7.49,0.5,Indianwear-Women,15,15
6674,17,haute curry,printed lapel collar flex womens shirt style dress - sky blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6675,20,varanga,mandarin collar womens kurta - grey,"Size:Large,Medium,Small,X-Large,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6676,25,haute curry,printed v-neck cotton slub womens empire waist dress - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6677,10,haute curry,printed round neck rayon womens flared cowl dress - blue,"Size:Large,Medium,Small,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6678,20,kashish,embroidered silk blend womens full length palazzos - red,"Size:Large/X-Large,Small/Medium",14.99,7.49,0.5,Indianwear-Women,15,15
6679,1,haute curry,printed ankle length casual wear lapel collar shirt dress - rust,"Size:Large,Medium,Small,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6680,2,haute curry,yarn dyed ankle length casual wear flared sleeve schiffli dress - blue,"Size:Medium,Small,X-Large,X-Small",14.99,7.49,0.5,Indianwear-Women,15,15
6681,20,haute curry,printed round neck rayon womens regular dress - brown,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6682,25,kashish,embroidered cotton womens full length palazzos - mustard,"Size:Large/X-Large,Small/Medium",14.99,7.49,0.5,Indianwear-Women,15,15
6683,7,haute curry,womens cotton  flared skirt - fuschia,Size:Large/X-Large,14.99,7.49,0.5,Indianwear-Women,15,15
6684,20,haute curry,printed round neck rayon womens flared cowl dress - coral,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6685,5,haute curry,printed ankle length casual wear lapel collar shirt dress - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6686,13,aurelia,yarn dyed round neck straight womens kurta - gold,Size:Large,14.99,7.49,0.5,Indianwear-Women,15,15
6687,17,haute curry,round neck rayon slub womens dress - fuchsia,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6688,7,aurelia,yarn dyed band with placket straight womens kurta - peach,Size:Large,14.99,7.49,0.5,Indianwear-Women,15,15
6689,20,kashish,embroidered silk blend womens full length palazzos - navy,"Size:Large/X-Large,Small/Medium",14.99,7.49,0.5,Indianwear-Women,15,15
6690,4,haute curry,printed rayon round neck womens regular dress - maroon,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6691,11,haute curry,round neck rayon womens dress - mustard,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6692,10,aurelia,printed band neck with slit straight womens kurta - blue,"Size:X-Large,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6693,11,varanga,viscose rayon womens casual trousers - natural,"Size:Large,Medium,Small,X-Large,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6694,21,haute curry,printed ankle length casual wear cowl dress - indigo,"Size:Medium,Small",14.99,7.49,0.5,Indianwear-Women,15,15
6695,1,stop,embroidered rayon round neck womens regular tunic - mustard,"Size:XL,Large,Medium,Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6696,23,amukti,pleated rayon womens kurta - black,"Size:Small,X-Large,XX-Large,XXX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6697,7,haute curry,womens cotton  flared skirt - red,"Size:Large/X-Large,Small/Medium",14.99,7.49,0.5,Indianwear-Women,15,15
6698,5,yuris,embroidered round neck cotton womens regular fit midi dress - multi,"Size:X-Large,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6699,24,haute curry,printed round neck rayon womens flared dress - brown,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6700,25,haute curry,printed shirt collar flex womens straight shirt dress - blue,"Size:Large,Medium,Small,X-Large,X-Small",14.99,7.49,0.5,Indianwear-Women,15,15
6701,23,haute curry,printed lapel collar rayon womens a-line dress - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6702,9,haute curry,printed ankle length casual wear lapel collar shirt dress - turquoise,"Size:Large,Medium,Small,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6703,10,haute curry,printed ankle length casual wear cowl dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small",14.99,7.49,0.5,Indianwear-Women,15,15
6704,8,haute curry,printed ankle length casual wear shirt dress - grey,Size:X-Small,14.99,7.49,0.5,Indianwear-Women,15,15
6705,9,kashish,embroidered cotton womens full length palazzos - navy,"Size:Large/X-Large,Small/Medium",14.99,7.49,0.5,Indianwear-Women,15,15
6706,16,stop,printed v neck assymetrical fit womens kurta - rust,"Size:S,M,L,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6707,20,amukti,pleated rayon womens kurta - navy,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6708,4,stop,womens rayon mandarin collar a-line kurta - navy,"Size:S,X-Small",14.99,7.49,0.5,Indianwear-Women,15,15
6709,16,haute curry,solid round neck rayon womens flared dress - mustard,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6710,9,kashish,embroidered round neck a-line fit womens kurta - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6711,15,stop,printed v neck anarkali womens kurta - navy,"Size:S,M,L,X-Large,X-Small",14.99,7.49,0.5,Indianwear-Women,15,15
6712,2,kashish,embroidered cotton womens full length palazzos - red,"Size:Large/X-Large,Small/Medium",14.99,7.49,0.5,Indianwear-Women,15,15
6713,13,stop,solid mandarin collar flared kurta fit womens kurta - mustard,"Size:S,M,X-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6714,8,varanga,womens olive and wine floral block printed straight kurta - olive,"Size:Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6715,16,aurelia,yarn dyed shirt collar straight womens kurta - green,Size:Large,14.99,7.49,0.5,Indianwear-Women,15,15
6716,8,aurelia,printed viscose round neck womens knee length kurta - pink,"Size:Large,Medium,Small,X-Small",14.99,7.49,0.5,Indianwear-Women,15,15
6717,18,stop,embroidered rayon round neck womens regular tunic - fuchsia,"Size:XL,Large,Medium,Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6718,18,haute curry,round neck rayon regular womens dress - teal,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6719,18,stop,solid mandarin collar a line fit womens kurta - fuchsia,"Size:S,M,L,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6720,8,haute curry,printed rayon womens casual flared dress - lavender,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6721,23,janasya,womens maroon rayon straight kurti (jne3555) - maroon,"Size:Large,Medium,Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6722,14,haute curry,printed round neck rayon womens flared dress - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6723,18,yuris,stripes round neck cotton womens regular fit midi dress - multi,"Size:Medium,Small",14.99,7.49,0.5,Indianwear-Women,15,15
6724,4,janasya,floral round neck regular fit womens kurta - brown,"Size:Small,X-Small,XXX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6725,19,amukti,ankle length rayon womens kurta - black,"Size:Large,Medium,Small,X-Large,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6726,8,haute curry,printed ankle length casual wear cowl dress - peach,"Size:Large,Small,X-Small",14.99,7.49,0.5,Indianwear-Women,15,15
6727,7,stop,womens viscose blend mandarin collar a-line kurta - maroon,"Size:S,X-Small",14.99,7.49,0.5,Indianwear-Women,15,15
6728,9,yuris,abstract round neck cotton womens regular fit midi dress - multi,"Size:Large,Small",14.99,7.49,0.5,Indianwear-Women,15,15
6729,7,haute curry,printed shirt collar flex womens straight shirt dress - pink,"Size:Large,Medium,Small,X-Large,X-Small",14.99,7.49,0.5,Indianwear-Women,15,15
6730,25,stop,solid mandarin collar a line fit womens kurta - teal,"Size:S,M,L,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6731,23,haute curry,printed rayon round neck womens regular dress - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",14.99,7.49,0.5,Indianwear-Women,15,15
6732,21,amukti,printed rayon womens kurta - red,Size:Small,14.99,7.49,0.5,Indianwear-Women,15,15
6733,23,amukti,solid rayon womens kurta - emerald,Size:Medium,14.99,7.49,0.5,Indianwear-Women,15,15
