,BrandName,Deatils,Sizes,MRPNum,SellPrice,DiscountPercentage,Category
24,dolce crudo,womens count on me color-block t-shirt - multi,"Size:Small,X-Small",1249,624,0.5,Westernwear-Women
18,dolce crudo,womens tangled up color-block t-shirt - multi,"Size:Large,Medium,Small",1249,624,0.5,Westernwear-Women
10,triumph,womens non padded non wired full coverage bra - natural,"Size:36-F,38-F,38-G,40-F,40-G,42-F,42-G,44-F",1249,624,0.5,Lingerie&Nightwear-Women
0,triumph,womens non padded non wired full coverage bra - white,"Size:36-F,38-F,38-G,40-F,40-G,42-F,42-G,44-F",1249,624,0.5,Lingerie&Nightwear-Women
6,triumph,womens non padded non wired full coverage bra - black,"Size:36-F,38-F,38-G,40-F,40-G,42-F,42-G,44-F",1249,624,0.5,Lingerie&Nightwear-Women
11,enamor,full support bra - high coverage non-padded wired - sky blue,"Size:34-B,34-C,34-D,36-B,36-C,36-D,38-B,38-C,38-D,40-B,40-C,40-D",1249,624,0.5,Lingerie&Nightwear-Women
19,enamor,full support bra - high coverage non-padded wired - chalk pink,"Size:34-B,34-C,34-D,36-B,36-C,36-D,38-B,38-C,38-D,40-B,40-C,40-D",1249,624,0.5,Lingerie&Nightwear-Women
16,estatos,womens casual wear buckle closure flats - pink,"Size:36,37,38,39,40,41",1249,811,0.3,Footwear-Women
24,estatos,womens casual wear buckle closure flats - cream,"Size:36,37,38,39,40,41",1249,811,0.3,Footwear-Women
4,van heusen,non wired halter strap non padded womens every day bra - maroon,"Size:36-C,36-D,36-DD,38-D,38-DD,40-B,40-C,40-D,40-DD,42-B,42-C,42-D,42-DD,44-B,44-C,44-D,44-DD",1249,1199,0.4,Lingerie&Nightwear-Women
11,van heusen,non wired halter strap non padded womens every day bra - off white,"Size:36-C,36-D,36-DD,38-D,38-DD,40-B,40-C,40-D,40-DD,42-B,42-C,42-D,42-DD,44-B,44-C,44-D,44-DD",1249,1199,0.4,Lingerie&Nightwear-Women
16,indya,geometric regular fit viscose womens ethnic palazzo pants - green,"Size:Medium,Small,X-Small",1250,625,0.5,Indianwear-Women
20,shaya by caratlane,the peacekeeper charm necklace,Nan,1250,1062,0.1,Jewellery-Women
8,shaya by caratlane,cool for the summer anklet in 925 silver,Nan,1250,1125,0.1,Jewellery-Women
5,shaya by caratlane,counting stars earrings in 925 silver,Nan,1250,1187,0.5,Jewellery-Women
10,shaya by caratlane,feels like autumn leaf ring in 925 silver,Nan,1250,1187,0.5,Jewellery-Women
9,ziyaa,printed crepe boat neck womens straight kurta - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",1252,563,0.5,Indianwear-Women
10,janasya,polka dots round neck crepe womens calf length kurta - maroon,"Size:Small,X-Large,X-Small,XX-Large",1269,507,0.6,Indianwear-Women
8,janasya,printed crepe round neck womens high low kurta - peacock,"Size:Large,Small,X-Large,XX-Large",1269,571,0.5,Indianwear-Women
18,janasya,printed crepe round neck womens straight fit kurta - peacock,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",1269,634,0.5,Indianwear-Women
3,sweet dreams,printed cotton round neck womens calf length nighty - herb,"Size:Large,Medium,Small,X-Large",1269,888,0.3,Lingerie&Nightwear-Women
11,sweet dreams,solid blended slim fit womens shorts - black,"Size:Large,Medium,Small,X-Large,XX-Large",1269,888,0.3,Lingerie&Nightwear-Women
0,sweet dreams,solid blended slim fit womens shorts - navy,"Size:Large,Medium,Small,X-Large,XX-Large",1269,888,0.3,Lingerie&Nightwear-Women
13,soie,womens v neck printed long top - natural,Size:XX-Large,1270,952,0.2,Lingerie&Nightwear-Women
0,ziyaa,floral polyester round neck womens straight kurta - brown,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",1278,639,0.5,Indianwear-Women
15,soie,non wired fixed straps non padded womens every day bra - 106_multi,"Size:34-C,38-B,Error Size",1280,768,0.4,Lingerie&Nightwear-Women
14,soie,non wired fixed straps non padded womens every day bra - multi,"Size:34-B,34-C,38-B,Error Size",1280,768,0.4,Lingerie&Nightwear-Women
1,erotissch,rust orange solid non-wired non padded everyday bra - carrot,"Size:Large,Small,X-Large",1290,580,0.5,Lingerie&Nightwear-Women
0,cover story,regular fit knee length cotton poly spandex womens casual skirt - pink,"Size:26,28,30,32,34",1290,690,0.4,Westernwear-Women
6,cover story,printed viscose spandex square neck womens t-shirt - white,"Size:X-Large,X-Small",1290,690,0.4,Westernwear-Women
12,cover story,solid viscose spandex v neck womens t-shirt - pink,"Size:Large,Medium,Small,X-Small",1290,690,0.4,Westernwear-Women
13,cover story,solid linen v-neck women regular women t-shirt - green,"Size:Medium,Small,X-Small",1290,690,0.4,Westernwear-Women
3,cover story,solid viscose spandex round neck womens t-shirt - black,"Size:X-Large,X-Small",1290,690,0.4,Westernwear-Women
25,cover story,solid viscose spandex round neck womens t-shirt - wine,"Size:Medium,Small,X-Small",1290,690,0.4,Westernwear-Women
24,cover story,solid cotton round neck women regular women t-shirt - blue,"Size:Small,X-Small",1290,690,0.4,Westernwear-Women
9,cover story,stripes viscose elastane poly round neck womens t-shirt - rust,"Size:Small,X-Large",1290,690,0.4,Westernwear-Women
17,cover story,solid cotton poly elastane square neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small",1290,903,0.3,Westernwear-Women
18,cover story,solid cotton spandex round neck womens t-shirt - green,"Size:Large,Medium,Small,X-Large,X-Small",1290,903,0.3,Westernwear-Women
19,cover story,solid cotton spandex round neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small",1290,903,0.3,Westernwear-Women
19,cover story,solid cotton spandex round neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small",1290,903,0.3,Westernwear-Women
13,cover story,solid cotton spandex round neck womens t-shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small",1290,903,0.3,Westernwear-Women
15,cover story,solid cotton spandex round neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small",1290,903,0.3,Westernwear-Women
7,sera,structured cotton tie up neck womens blouson top - cream,"Size:Large,Medium,X-Large",1294,388,0.7,Westernwear-Women
16,sera,regular fit above knee polyester womens casual shorts - burgundy,"Size:Large,Medium,Small,X-Large",1294,388,0.7,Westernwear-Women
3,sera,regular fit mini length polyester womens casual skirt - brown,"Size:Large,Medium,Small",1294,388,0.7,Westernwear-Women
21,sera,womens regular fit printed flared skirt - black,"Size:Medium,Small,X-Large",1294,388,0.7,Westernwear-Women
9,sera,womens regular fit printed flared skirt - off white,"Size:Large,Medium,Small",1294,517,0.6,Westernwear-Women
9,sera,womens regular fit structure flared skirt - white,Size:Large,1294,517,0.6,Westernwear-Women
2,sera,womens regular fit printed round neck fit and flare jumpsuit - purple,Size:Small,1294,517,0.6,Westernwear-Women
15,sera,regular fit mini length cotton womens casual skirt - pink,Size:X-Large,1294,517,0.6,Westernwear-Women
5,sera,printed polyester v-neck womens regular fit top - red,"Size:Large,X-Large",1294,517,0.6,Westernwear-Women
10,sera,regular fit above knee polyester womens casual shorts - black,Size:X-Large,1294,517,0.6,Westernwear-Women
1,sera,womens regular fit printed boat neck peplum top - peach,"Size:Large,Small",1294,517,0.6,Westernwear-Women
10,sera,regular fit above knee polyester womens casual shorts - black,"Size:Large,Medium,Small,X-Large",1294,517,0.6,Westernwear-Women
18,sera,regular fit mini length cotton blend womens casual skirt - yellow,Size:X-Large,1294,517,0.6,Westernwear-Women
23,sera,printed sweetheart neck polyester womens bodycon dress - red,"Size:Large,Medium,Small,X-Large",1294,582,0.5,Westernwear-Women
10,sera,womens regular fit printed flared capris - blue,"Size:Medium,Small",1294,582,0.5,Westernwear-Women
21,sera,printed sweetheart neck polyester womens bodycon dress - black,"Size:Large,Medium,Small,X-Large",1294,582,0.5,Westernwear-Women
7,sera,printed polyester v-neck womens regular fit top - navy,Size:Small,1294,582,0.5,Westernwear-Women
21,sera,printed polyester v-neck womens regular fit top - red,Size:X-Large,1294,582,0.5,Westernwear-Women
11,sera,womens printed fit & flare dress - blue,"Size:Medium,Small,X-Large",1294,647,0.5,Westernwear-Women
11,sera,womens black printed woven a-line dress - black,Size:Small,1294,647,0.5,Westernwear-Women
23,sera,womens regular fit printed v neck longline shrug - navy,"Size:Large,Small,X-Large",1294,647,0.5,Westernwear-Women
23,sera,solid cotton blend v-neck womens blouson top - magenta,"Size:Large,Medium,Small",1294,647,0.5,Westernwear-Women
16,sera,printed sleeveless polyester womens above knee jumpsuit - black,"Size:Large,X-Large",1294,647,0.5,Westernwear-Women
7,sera,solid cotton blend v-neck womens blouson top - burgundy,Size:X-Large,1294,647,0.5,Westernwear-Women
5,amante,womens solid medium coverage bra - red,"Size:32-D,38-B,38-C,38-D,40-C,40-D",1295,518,0.6,Lingerie&Nightwear-Women
25,amante,womens solid medium coverage bra - blue mix dark,"Size:32-D,38-B,38-C,38-D,40-C,40-D",1295,518,0.6,Lingerie&Nightwear-Women
7,kraus,regular fit above knee cotton womens casual shorts - black,Size:28,1295,647,0.5,Westernwear-Women
14,kraus,womens solid shorts - blue,Size:34,1295,647,0.5,Westernwear-Women
12,kraus,slim fit cotton polyester womens shorts - black,Size:34,1295,647,0.5,Westernwear-Women
0,kraus,slim fit mid thigh cotton blend womens casual shorts - black,Size:36,1295,647,0.5,Westernwear-Women
21,kraus,solid cotton blend slim womens casual shorts - black,Size:34,1295,647,0.5,Westernwear-Women
20,amante,womens solid demi cup bra - natural,"Size:32-B,32-C,34-D,36-B,36-C,36-D,38-B,38-C",1295,647,0.5,Lingerie&Nightwear-Women
9,amante,womens solid padded non wired t-shirt bra - light blue,"Size:Large,X-Large",1295,647,0.5,Lingerie&Nightwear-Women
2,amante,womens padded non wired t-shirt bra - black,"Size:38-C,38-D,40-D",1295,647,0.5,Lingerie&Nightwear-Women
17,amante,womens padded non wired t-shirt bra - natural,"Size:38-C,38-D,40-D",1295,647,0.5,Lingerie&Nightwear-Women
21,amante,womens lace wired padded push up bra - blue mix dark,Size:32-D,1295,777,0.4,Lingerie&Nightwear-Women
2,kraus,solid cotton slim womens casual shorts - light blue,"Size:28,30,32,34",1295,906,0.3,Westernwear-Women
3,gipsy,womens high neck solid top - brick,"Size:Large,Medium,Small,X-Large",1295,906,0.3,Westernwear-Women
13,wacoal,womens solid hipster briefs - natural,"Size:Large,Medium,Small,X-Large",1295,906,0.3,Lingerie&Nightwear-Women
19,amante,womens basic bra - black,"Size:32-D,34-D,34-DD,36-D,36-DD,38-D,38-DD,40-D",1295,906,0.3,Lingerie&Nightwear-Women
18,amante,womens basic bra - natural,"Size:32-D,34-D,34-DD,36-D,36-DD,38-D,38-DD,40-D",1295,906,0.3,Lingerie&Nightwear-Women
13,wacoal,womens solid hipster briefs - grey,"Size:Large,Medium,Small,X-Large",1295,906,0.3,Lingerie&Nightwear-Women
20,kraus,solid cotton slim fit womens shorts - dark blue,"Size:28,30,32,34",1295,1165,0.1,Westernwear-Women
5,kraus,printed cotton blend round neck womens top - green mix,"Size:Large,Medium,Small,X-Small",1295,1165,0.1,Westernwear-Women
21,kraus,solid cotton slim womens casual shorts - light blue,"Size:28,30,32,34",1295,1165,0.1,Westernwear-Women
12,ziyaa,solid polyester mandarin womens straight kurta - brown,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",1296,648,0.5,Indianwear-Women
11,sera,womens regular fit printed v neck peplum top - black,"Size:Large,Medium,Small,X-Large",1298,389,0.7,Westernwear-Women
11,ayesha,"statement star, globe & moon pendant chain-link gold-toned layered necklace",Nan,1298,389,0.7,Jewellery-Women
3,ayesha,"heart, star & moon pendant statement gold-toned layered necklace",Nan,1298,389,0.7,Jewellery-Women
14,ayesha,ethnic gold pearl drop earrings,Nan,1298,389,0.7,Jewellery-Women
12,ayesha,chunky chain-link gold-toned heart pendant & lock necklace,Nan,1298,389,0.7,Jewellery-Women
5,ayesha,heartbeat pendants statement gold-toned long layered necklace,Nan,1298,389,0.7,Jewellery-Women
12,ayesha,evil eye mini pendant beaded gold-toned dainty layered necklace,Nan,1298,389,0.7,Jewellery-Women
7,sera,womens regular fit printed v neck fit and flare dress - yellow,"Size:Large,Medium,Small,X-Large",1298,519,0.6,Westernwear-Women
4,sera,womens regular fit stripes round neck a-line dress - off white,"Size:Medium,Small",1298,519,0.6,Westernwear-Women
24,sera,dyed polyester round neck womens top - black,"Size:Large,Medium,Small,X-Large",1298,519,0.6,Westernwear-Women
9,sera,womens regular fit checks round neck a-line dress - black,"Size:Medium,Small",1298,519,0.6,Westernwear-Women
12,sera,floral v neck polyester womens top - purple,"Size:Medium,Small,X-Large",1298,584,0.5,Westernwear-Women
24,sera,solid collar neck polyester womens peplum top - brown,"Size:Large,Medium,X-Large",1298,584,0.5,Westernwear-Women
25,sera,printed polyester v-neck womens top - black,"Size:Large,Medium,Small,X-Large",1298,584,0.5,Westernwear-Women
24,sera,solid round neck polyester womens top - orange,Size:X-Large,1298,584,0.5,Westernwear-Women
18,sera,dyed polyester round neck womens top - coral,"Size:Large,Medium,Small,X-Large",1298,584,0.5,Westernwear-Women
0,sera,solid v neck polyester womens top - black,"Size:Medium,Small,X-Large",1298,649,0.5,Westernwear-Women
8,sera,floral sweetheart neck rayon blend womens regular top - brown,"Size:Large,Medium,Small,X-Large",1298,649,0.5,Westernwear-Women
1,sera,printed polyester v-neck womens top - pink,"Size:Large,Medium,Small,X-Large",1298,649,0.5,Westernwear-Women
21,sera,floral sweetheart neck rayon blend womens regular top - black,Size:Small,1298,649,0.5,Westernwear-Women
9,sera,solid v neck polyester womens top - yellow,"Size:Large,Medium,Small,X-Large",1298,649,0.5,Westernwear-Women
11,sera,solid collar neck polyester womens peplum top - blue,"Size:Large,Medium,Small,X-Large",1298,649,0.5,Westernwear-Women
23,sera,printed polyester round neck womens top - red,"Size:Medium,X-Large",1298,649,0.5,Westernwear-Women
2,ayesha,womens multi-strand glass beads attached to cloth with a magnetic clasp western statement necklace - multi,Nan,1298,649,0.5,Jewellery-Women
8,ayesha,womens metallic silver circular crystal studded diamante tassel drop western earrings,Nan,1298,649,0.5,Jewellery-Women
1,ayesha,womens metallic gold crystal studded diamante tassel drop western statement earrings - yellow,Nan,1298,649,0.5,Jewellery-Women
0,ayesha,chunky oversized heavy metallic chain necklace,Nan,1298,649,0.5,Jewellery-Women
23,ayesha,womens rhinestone studded statement necklace - multi,Nan,1298,649,0.5,Jewellery-Women
2,marie claire,womens off shoulder embroidered top - off white,"Size:Large,X-Large",1299,324,0.7,Indianwear-Women
15,lovegen,womens strappy neck printed top - black mix,Size:X-Small,1299,389,0.7,Westernwear-Women
25,lovegen,womens collared slub embroidered shirt - green,"Size:Large,Small",1299,389,0.7,Westernwear-Women
2,lovegen,womens round neck self printed top - wine,"Size:Medium,X-Small",1299,389,0.7,Westernwear-Women
16,lovegen,womens round neck printed top - black mix,"Size:Medium,Small",1299,389,0.7,Westernwear-Women
21,clovia,womens satin babydoll with lace - grey,"Size:Large,Medium,Small,X-Large",1299,389,0.7,Lingerie&Nightwear-Women
17,zink london,printed cotton round neck womens t-shirt - brown,Size:X-Large,1299,399,0.6,Westernwear-Women
5,zink london,printed cotton round neck womens t-shirt - black,"Size:Large,Small",1299,399,0.6,Westernwear-Women
13,zink london,printed cotton round neck womens t-shirt - black,"Size:Large,Small,X-Large",1299,399,0.6,Westernwear-Women
8,zink london,printed cotton round neck womens regular fit t-shirt - white,"Size:Large,Small,X-Small,XX-Large",1299,399,0.6,Westernwear-Women
4,zink london,printed cotton round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large",1299,399,0.6,Westernwear-Women
5,zink london,striped cotton round neck womens regular fit t-shirt - multi,"Size:Large,Medium,X-Small,XX-Large",1299,399,0.6,Westernwear-Women
16,zink london,printed cotton round neck womens regular fit t-shirt - red,"Size:Large,Medium,Small,X-Small,XX-Large",1299,399,0.6,Westernwear-Women
17,zink london,printed cotton round neck womens regular fit t-shirt - orange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1299,399,0.6,Westernwear-Women
8,zink london,printed cotton round neck womens regular fit t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1299,399,0.6,Westernwear-Women
15,zink london,printed cotton round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large",1299,399,0.6,Westernwear-Women
14,zink london,printed cotton round neck womens regular fit t-shirt - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1299,399,0.6,Westernwear-Women
18,zink london,printed cotton round neck womens regular fit t-shirt - green,"Size:Medium,Small,X-Small",1299,399,0.6,Westernwear-Women
1,vh flex,printed cotton round neck womens regular fit t-shirt - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1299,399,0.6,Westernwear-Women
16,zink london,womens regular fit solid round neck t-shirt - orange,Size:X-Large,1299,399,0.6,Westernwear-Women
21,zink london,printed viscose round neck womens straight fit t-shirt - green,"Size:Large,Medium,Small,X-Small",1299,399,0.6,Westernwear-Women
4,zink london,womens regular fit solid round neck t-shirt - pink,Size:Large,1299,399,0.6,Westernwear-Women
9,zink london,printed cotton round neck womens regular fit t-shirt - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1299,399,0.6,Westernwear-Women
13,zink london,solid cotton round neck womens tops - white,Size:Small,1299,399,0.6,Westernwear-Women
19,zink london,striped cotton round neck womens regular fit t-shirt - multi,"Size:Small,X-Small",1299,399,0.6,Westernwear-Women
9,myshka,printed viscose round neck womens top - pink,"Size:Large,Medium,Small,X-Large,XX-Large",1299,454,0.6,Indianwear-Women
17,janasya,womens mustard poly crepe kurta (jne3385) - yellow,"Size:Large,Medium,Small,X-Large,XX-Large",1299,454,0.6,Indianwear-Women
25,myshka,printed v neck womens kurti - multi,",Medium,Small,X-Large,XX-Large",1299,454,0.6,Indianwear-Women
16,myshka,solid cotton regular fit womens casual trousers - black,"Size:Large,Medium,X-Large,XX-Large",1299,454,0.6,Indianwear-Women
2,myshka,checks cotton regular fit womens casual trousers - black,"Size:Large,Medium,Small,X-Large,XX-Large",1299,454,0.6,Indianwear-Women
12,myshka,solid rayon regular fit womens casual trousers - red,"Size:Large,Medium,Small,X-Large,XX-Large",1299,454,0.6,Indianwear-Women
20,myshka,solid cotton regular fit womens casual trousers - white,"Size:Large,Medium,Small,X-Large,XX-Large",1299,454,0.6,Indianwear-Women
25,fusion beats,womens boat neck printed kurta - yellow,Size:Small,1299,479,0.6,Indianwear-Women
23,fusion beats,womens round neck floral print kurta - sky blue,"Size:Medium,Small",1299,479,0.6,Indianwear-Women
13,fusion beats,womens tie up neck solid top - yellow,Size:Large,1299,479,0.6,Indianwear-Women
12,latin quarters,solid v- neck rayon blend womens casual shrug - natural,"Size:S,M,X-Small",1299,499,0.6,Westernwear-Women
24,latin quarters,dyed round neck polyester womens regular knit top - black,"Size:L,XL",1299,499,0.6,Westernwear-Women
24,latin quarters,dyed collar neck rayon womens regular blouse - brown,"Size:S,X-Small",1299,499,0.6,Westernwear-Women
5,zink london,womens boat neck solid top - yellow,"Size:Large,Medium,X-Large,XX-Large",1299,499,0.6,Westernwear-Women
1,latin quarters,dyed rayon shirt collar womens regular top - pink,Size:S,1299,499,0.6,Westernwear-Women
17,zink london,printed polyester sweetheart neck womens straight fit top - white,Size:Large,1299,499,0.6,Westernwear-Women
14,latin quarters,dyed collar neck rayon womens regular blouse - rust,"Size:S,M,X-Small",1299,499,0.6,Westernwear-Women
16,latin quarters,solid rayon blend round neck womens regular top - pink,"Size:S,M,L,XL,X-Small",1299,499,0.6,Westernwear-Women
17,zink london,womens regular fit ruffled collar floral printed top - multi,Size:X-Small,1299,499,0.6,Westernwear-Women
12,rare,solid polyester mandarin womens regular top - green,"Size:Medium,Small",1299,519,0.6,Westernwear-Women
10,rare,solid polyester round neck womens regular top - peach,"Size:Large,Medium,Small,X-Large",1299,519,0.6,Westernwear-Women
19,infuse,printed rayon collar neck womens regular fit dress - red,"Size:Large,Medium,Small,X-Large,XX-Large",1299,519,0.6,Westernwear-Women
14,infuse,printed round neck rayon womens regular fit a-line dress - black,"Size:Large,Medium,Small,X-Large,XX-Large",1299,519,0.6,Westernwear-Women
20,infuse,printed rayon collar neck womens regular fit dress - navy,"Size:Large,Medium,Small,X-Large,XX-Large",1299,519,0.6,Westernwear-Women
14,infuse,printed v-neck polyester womens regular fit a-line dress - rust,"Size:Large,Medium,Small,X-Large,X-Small",1299,519,0.6,Westernwear-Women
13,infuse,printed round neck rayon womens regular fit a-line dress - rust,"Size:Large,Medium,Small,X-Large,XX-Large",1299,519,0.6,Westernwear-Women
1,varanga,womens sky blue floral printed puff sleeves crop top with full length placket at back - blue,"Size:Large,Medium,X-Large",1299,519,0.6,Westernwear-Women
18,109f,womens off shoulder neck checked top - navy,"Size:Small,X-Large",1299,519,0.6,Westernwear-Women
18,109f,womens spaghetti neck printed top - natural,"Size:Large,Medium,Small,X-Large,XX-Large",1299,519,0.6,Westernwear-Women
23,varanga,womens indigo blue and silver printed sleeveless crop top with asymmetrical hemline - blue,"Size:Large,X-Large",1299,519,0.6,Westernwear-Women
20,varanga,womens charcoal crop top with quirky bird print on front panel and full length placket at back - charcoal,"Size:Large,Medium,X-Large",1299,519,0.6,Westernwear-Women
11,varanga,womens off white mughal floral printed sleeveless crop top with full length placket at back - off white,"Size:Large,Medium,Small,X-Large",1299,519,0.6,Westernwear-Women
19,global desi,womens regular fit geometric trousers - peach,"Size:Medium,Small",1299,519,0.6,Westernwear-Women
5,global desi,womens regular fit geometric trousers - mustard,"Size:Small,X-Small",1299,519,0.6,Westernwear-Women
19,global desi,womens regular fit floral trousers - pink,"Size:Medium,Small",1299,519,0.6,Westernwear-Women
7,varanga,womens teal printed crop top with thread work detailing and coin embellishment - peacock,"Size:Large,X-Large",1299,519,0.6,Westernwear-Women
8,109f,womens round neck self printed top - yellow,"Size:Large,Medium,Small,X-Large,XX-Large",1299,519,0.6,Westernwear-Women
17,109f,womens round neck floral print top - grey,Size:X-Small,1299,519,0.6,Westernwear-Women
24,109f,womens round neck solid top - black,Size:X-Small,1299,519,0.6,Westernwear-Women
7,janasya,womens light brown poly silk kurta (jne2305) - light brown,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1299,519,0.6,Indianwear-Women
0,janasya,womens dark blue poly crepe kurta (jne3363) - blue,"Size:Large,Medium,Small,X-Large,XX-Large",1299,519,0.6,Indianwear-Women
1,janasya,womens black poly crepe kurta (jne1525) - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1299,519,0.6,Indianwear-Women
7,janasya,womens grey poly crepe kurta (jne1408) - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1299,519,0.6,Indianwear-Women
5,myshka,printed polyester v neck womens dress - multi,"Size:Large,Medium,Small,X-Large,XX-Large",1299,519,0.6,Indianwear-Women
3,varanga,womens sky blue floral printed puff sleeves crop top with full length placket at back - blue,"Size:Large,Medium,X-Large",1299,519,0.6,Indianwear-Women
25,janasya,stripes crepe round neck womens straight fit kurta - maroon,"Size:Large,Medium,Small,X-Large,XX-Large",1299,519,0.6,Indianwear-Women
8,janasya,womens black cotton stitched blouse (bl104) - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1299,519,0.6,Indianwear-Women
16,janasya,floral crepe round neck womens straight fit kurta - olive,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1299,519,0.6,Indianwear-Women
1,janasya,womens light green poly crepe kurta (jne3364) - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1299,519,0.6,Indianwear-Women
4,janasya,womens peach poly crepe kurta (jne3366) - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1299,519,0.6,Indianwear-Women
12,myshka,printed polyester v neck womens dress - navy,Size:Small,1299,519,0.6,Indianwear-Women
6,janasya,poly crepe womens kurta - green,"Size:Large,Medium,Small,X-Large",1299,519,0.6,Indianwear-Women
21,varanga,womens indigo blue and silver printed sleeveless crop top with asymmetrical hemline - blue,"Size:Large,X-Large",1299,519,0.6,Indianwear-Women
10,varanga,womens charcoal crop top with quirky bird print on front panel and full length placket at back - charcoal,"Size:Large,Medium,X-Large",1299,519,0.6,Indianwear-Women
18,juniper,polka print rayon slub regular sleeves womens peplum tunic - olive,"Size:Small,XX-Large",1299,519,0.6,Indianwear-Women
20,janasya,floral polyester blend round neck womens a-line kurta - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1299,519,0.6,Indianwear-Women
17,varanga,womens off white mughal floral printed sleeveless crop top with full length placket at back - off white,"Size:Large,Medium,Small,X-Large",1299,519,0.6,Indianwear-Women
1,janasya,womens light green poly crepe kurta (jne3364) - leaf green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1299,519,0.6,Indianwear-Women
3,janasya,poly crepe womens kurta - green,"Size:Medium,Small,X-Large,XX-Large",1299,519,0.6,Indianwear-Women
12,janasya,womens mustard poly crepe kurta (jne2291) - mustard,"Size:Medium,Small,X-Small",1299,519,0.6,Indianwear-Women
18,janasya,womens peach poly crepe kurta (jne3366) - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1299,519,0.6,Indianwear-Women
11,fusion beats,womens round neck printed top - red,Size:Large,1299,519,0.6,Indianwear-Women
3,varanga,womens teal printed crop top with thread work detailing and coin embellishment - peacock,"Size:Large,X-Large",1299,519,0.6,Indianwear-Women
5,janasya,womens red poly crepe kurta (jne3270) - red,"Size:Medium,Small,X-Large,X-Small",1299,519,0.6,Indianwear-Women
2,janasya,poly crepe womens kurta - wine,"Size:Small,X-Small",1299,519,0.6,Indianwear-Women
12,janasya,cotton womens tunic - navy,"Size:X-Large,XX-Large,XXX-Large",1299,519,0.6,Indianwear-Women
9,janasya,womens mustard poly crepe kurta (jne3365) - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1299,519,0.6,Indianwear-Women
20,fusion beats,womens round neck solid top - natural,"Size:Large,Medium,Small,X-Large,X-Small",1299,519,0.6,Indianwear-Women
7,janasya,womens mustard poly crepe kurta (jne3365) - mustard,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1299,519,0.6,Indianwear-Women
0,clovia,womens satin halter neck babydoll - blue,"Size:Large,Medium,Small,X-Large",1299,519,0.6,Lingerie&Nightwear-Women
13,clovia,satin nightslip - maroon,"Size:Large,Medium,Small,X-Large",1299,519,0.6,Lingerie&Nightwear-Women
14,clovia,womens polyester gym-sports capri tights with drawstring - pink,"Size:Medium,Small",1299,519,0.6,Lingerie&Nightwear-Women
13,clovia,womens padded underwired checkered print t-shirt bra - multi,"Size:32-C,32-D,40-B",1299,519,0.6,Lingerie&Nightwear-Women
1,rare,floral polyester round neck womens regular top - multi,"Size:Large,Medium,Small,X-Large",1299,584,0.5,Westernwear-Women
1,rare,solid polyester choker neck womens regular top - black,"Size:Large,Medium,Small,X-Large",1299,584,0.5,Westernwear-Women
20,rare,stripes polyester boat neck womens regular top - maroon,"Size:Large,Medium,Small,X-Large",1299,584,0.5,Westernwear-Women
4,rare,solid crepe v neck womens blouson top - navy,"Size:Large,Medium,Small",1299,584,0.5,Westernwear-Women
8,rare,solid rayon mandarin womens regular top - black,"Size:Large,Medium,Small",1299,584,0.5,Westernwear-Women
10,rare,solid georgette v neck womens regular top - maroon,"Size:Large,Medium,Small,X-Large",1299,584,0.5,Westernwear-Women
23,rare,textured polyester mandarin womens peplum top - green,"Size:Large,Medium,Small,X-Large",1299,584,0.5,Westernwear-Women
7,rare,stripes polyester boat neck womens regular top - red,"Size:Large,X-Large",1299,584,0.5,Westernwear-Women
10,rare,printed polyester v-neck womens regular fit top - blue,"Size:Large,Small",1299,584,0.5,Westernwear-Women
