,BrandName,Deatils,Sizes,MRPNum,SellPrice,DiscountPercentage,Category
6,varanga,printed cotton round neck womens regular fit kurta - mustard,Size:Small,1999,599,0.7,Indianwear-Women
14,myshka,printed cotton off shoulder womens dress - navy,"Size:Large,Medium,Small,X-Large,XX-Large",1999,599,0.7,Indianwear-Women
8,myshka,printed rayon collar neck womens regular kurta - green,"Size:Medium,Small,X-Large,XX-Large",1999,599,0.7,Indianwear-Women
21,global desi,womens regular fit floral tunic - mustard,"Size:XL,Large,Medium,Small,XX-Large",1999,599,0.7,Indianwear-Women
9,myshka,printed v neck womens top - maroon,",Medium,Small,X-Large,XX-Large",1999,599,0.7,Indianwear-Women
24,myshka,printed cotton regular length womens casual palazzo - black,"Size:Large,Medium,Small,X-Large,XX-Large",1999,599,0.7,Indianwear-Women
23,varanga,printed cotton round neck womens regular fit kurta - blue,Size:Small,1999,599,0.7,Indianwear-Women
8,global desi,womens printed kurta - yellow,"Size:XL,Large,X-Small",1999,599,0.7,Indianwear-Women
12,myshka,printed v neck womens top - green,",Medium,Small,X-Large,XX-Large",1999,599,0.7,Indianwear-Women
21,global desi,women round neck abstract kurta - red,"Size:XL,Large,Medium,Small,X-Small",1999,599,0.7,Indianwear-Women
6,varanga,embellished cotton mandarin neck womens regular fit kurta - pink,"Size:Large,Small",1999,599,0.7,Indianwear-Women
10,yuris,motif cotton round neck womens regular kurta - multi,Size:Small,1999,599,0.7,Indianwear-Women
2,myshka,printed cotton regular length womens casual palazzo - multi,"Size:Large,Medium,Small,X-Large,XX-Large",1999,599,0.7,Indianwear-Women
15,myshka,printed round neck womens kurti - yellow,",Medium,Small,X-Large,XX-Large",1999,599,0.7,Indianwear-Women
17,rare,solid regular fit polyester womens casual trousers - yellow,"Size:28,30,32,34",1999,699,0.6,Westernwear-Women
25,dolce crudo,womens regular fit my birthday color block sweatshirt - multi,Size:X-Small,1999,699,0.6,Westernwear-Women
20,dolce crudo,womens free yourself colour block sweatshirt - multi,Size:X-Small,1999,699,0.6,Westernwear-Women
24,varanga,round neck womens kurta - pink,"Size:Large,Small,XX-Large",1999,699,0.6,Indianwear-Women
25,kami kubi,floral cotton round neck womens regular top - white,"Size:Large,Medium,Small,X-Large,X-Small",1999,699,0.6,Indianwear-Women
25,myshka,solid cotton womens trousers - cream,",Medium,Small,X-Large,XX-Large",1999,699,0.6,Indianwear-Women
2,janasya,floral v neck rayon womens regular fit dress - peach,"Size:Small,XX-Large",1999,699,0.6,Indianwear-Women
18,varanga,round neck womens kurta - mustard,"Size:Large,Medium,Small,X-Large",1999,699,0.6,Indianwear-Women
21,varanga,embellished cotton round neck womens regular fit kurta - cream,"Size:Large,Small",1999,699,0.6,Indianwear-Women
6,myshka,solid cotton womens trousers - maroon,",Medium,Small,X-Large,XX-Large",1999,699,0.6,Indianwear-Women
18,yuris,floral cotton mandarin neck womens a-line kurta - white,Size:Small,1999,699,0.6,Indianwear-Women
24,myshka,solid cotton womens trousers - grey,",Medium,Small,X-Large,XX-Large",1999,699,0.6,Indianwear-Women
11,jewelz,adorable white pearl and gold plated jhumki earrings,Nan,1999,699,0.6,Jewellery-Women
14,jewelz,majestic silver necklace with black designer pendant,Nan,1999,699,0.6,Jewellery-Women
12,jewelz,multi color jhumki festive earrings,Nan,1999,699,0.6,Jewellery-Women
23,jewelz,fashionable gold plated jhumki earrings,Nan,1999,699,0.6,Jewellery-Women
8,jewelz,attractive full silver plated earrings,Nan,1999,699,0.6,Jewellery-Women
23,jewelz,womens stunning voguish earrings,Nan,1999,699,0.6,Jewellery-Women
3,fusion beats,womens square neck printed maxi dress - natural,Size:XX-Large,1999,719,0.6,Indianwear-Women
18,van heusen,solid cotton v neck womens formal shirt - maroon,"Size:Large,Small,X-Small",1999,799,0.6,Westernwear-Women
13,van heusen,solid cotton v neck womens formal shirt - green,"Size:Large,Medium,Small",1999,799,0.6,Westernwear-Women
19,rare,solid polyester round neck womens a-line dress - red,"Size:Large,Medium,Small,X-Large",1999,799,0.6,Westernwear-Women
6,latin quarters,solid shirt collar cotton womens regular fit dress - brown,Size:S,1999,799,0.6,Westernwear-Women
21,van heusen,printed modal round neck womens woven top - pink,"Size:Large,Medium,Small,X-Large,X-Small",1999,799,0.6,Westernwear-Women
21,latin quarters,dyed v-neck rayon womens regular dress - green,"Size:S,L",1999,799,0.6,Westernwear-Women
12,and,womens regular fit striped top - light blue,"Size:8,12",1999,799,0.6,Westernwear-Women
20,rare,regular fit midi length polyester womens casual skirt - navy,"Size:28,32,34,36",1999,799,0.6,Westernwear-Women
11,latin quarters,solid shirt collar cotton womens regular dress - rust,"Size:S,M,L,XL",1999,799,0.6,Westernwear-Women
16,zink london,stripes polyester womens shift dress - multi,"Size:Large,X-Large",1999,799,0.6,Westernwear-Women
0,latin quarters,solid shirt collar cotton womens regular fit dress - red,"Size:S,M,L",1999,799,0.6,Westernwear-Women
14,and,womens linen skirts - natural,"Size:34,36",1999,799,0.6,Westernwear-Women
5,latin quarters,solid round neck polyester womens a-line dress - blue,Size:S,1999,799,0.6,Westernwear-Women
13,latin quarters,womens zip through neck lace jacket - ivory,Size:X-Small,1999,799,0.6,Westernwear-Women
12,latin quarters,dyed v-neck polyester womens regular dress - ivory,"Size:S,M,L,X-Small",1999,799,0.6,Westernwear-Women
9,varanga,womens black and gold zari embroidery and mirror work bell sleeves crop top - black,"Size:Large,Medium,Small,X-Large",1999,799,0.6,Westernwear-Women
4,van heusen,checks regular fit cotton polyester womens pants - white,Size:26,1999,799,0.6,Westernwear-Women
20,zink london,printed round neck cotton blend womens sweatshirt - white,"Size:Large,Medium,X-Large",1999,799,0.6,Westernwear-Women
5,zink london,striped collar neck polyester womens casual shrug - blue,"Size:Large,Medium",1999,799,0.6,Westernwear-Women
12,latin quarters,solid collar neck cotton womens regular dress - green,Size:S,1999,799,0.6,Westernwear-Women
12,rare,regular fit midi length polyester womens casual skirt - wine,"Size:28,30,32,34,36",1999,799,0.6,Westernwear-Women
16,varanga,black and gold boho print tunic with 3/4th sleeves - black,"Size:X-Large,XX-Large",1999,799,0.6,Westernwear-Women
11,latin quarters,solid notched collar rayon womens a-line dress - green,Size:S,1999,799,0.6,Westernwear-Women
23,zink london,solid v neck polyester womens casual shrugs - black,Nan,1999,799,0.6,Westernwear-Women
12,van heusen,printed modal stylized womens woven top - navy,"Size:Large,Medium,Small,X-Large,X-Small",1999,799,0.6,Westernwear-Women
20,109f,womens round neck embroidered top - cream,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",1999,799,0.6,Westernwear-Women
13,zink london,embroidered polyester regular fit womens shrug - blue,"Size:Large,Medium,Small",1999,799,0.6,Westernwear-Women
19,crimsoune club,blue checked jumpsuit - navy,Size:XX-Large,1999,799,0.6,Westernwear-Women
13,zink london,printed round neck cotton blend womens sweatshirt - pink,"Size:Large,Medium",1999,799,0.6,Westernwear-Women
0,109f,womens round neck solid knee length dress - black,Size:X-Small,1999,799,0.6,Westernwear-Women
23,crimsoune club,womens multi striped parallel trousers - white,"Size:Large,X-Large",1999,799,0.6,Westernwear-Women
19,zink london,printed round neck cotton blend womens sweatshirt - green,Size:Large,1999,799,0.6,Westernwear-Women
11,rare,striped shirt collar polyester womens jumpsuit dress - multi,"Size:Large,Small",1999,799,0.6,Westernwear-Women
19,crimsoune club,printed regular cotton womens casual wear pants - white,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",1999,799,0.6,Westernwear-Women
24,zink london,embroidered round neck cotton blend womens sweatshirt - green,"Size:Large,Medium,Small,X-Large",1999,799,0.6,Westernwear-Women
17,zink london,structured acrylic high neck womens tops - green,"Size:Large,X-Large",1999,799,0.6,Westernwear-Women
25,latin quarters,solid shirt collar nylon womens regular dress - pink,Size:S,1999,799,0.6,Westernwear-Women
3,crimsoune club,womens black striped parallel trousers - black,"Size:Large,Medium,Small,X-Large",1999,799,0.6,Westernwear-Women
21,dolce crudo,relaxed fit regular denim womens casual shorts - blue,"Size:26,28,32,34",1999,799,0.6,Westernwear-Women
20,zink london,acrylic women sweaters - pink,"Size:Large,Medium,X-Large",1999,799,0.6,Westernwear-Women
15,109f,womens round neck solid jumpsuit - dark brown,Size:Large,1999,799,0.6,Westernwear-Women
20,crimsoune club,womens super skinny fit solid jeans - blue,Size:34,1999,799,0.6,Westernwear-Women
18,global desi,womens regular fit solid trousers - natural,Size:Small,1999,799,0.6,Westernwear-Women
2,global desi,womens regular fit geometric dress - blue,"Size:Large,X-Small",1999,799,0.6,Westernwear-Women
5,crimsoune club,womens super skinny fit solid jeans - blue,"Size:32,34,36",1999,799,0.6,Westernwear-Women
25,crimsoune club,womens super skinny fit solid jeans - blue,Size:26,1999,799,0.6,Westernwear-Women
8,109f,womens 5 pocket coated jeans - blue,"Size:Small,X-Small",1999,799,0.6,Westernwear-Women
1,109f,womens tie up neck floral print a-line dress - birch,"Size:Large,X-Large",1999,799,0.6,Westernwear-Women
16,crimsoune club,womens super skinny fit solid jeans - blue,Size:26,1999,799,0.6,Westernwear-Women
19,global desi,womens solid top - peach,"Size:Small,X-Small",1999,799,0.6,Westernwear-Women
20,janasya,floral collared neck cotton regular fit womens night suit - grey,"Size:X-Large,X-Small,XX-Large",1999,799,0.6,Westernwear-Women
8,juniper,bandhni print georgette round neck high low womens tunic - navy,"Size:Large,Medium,Small,X-Large,X-Small",1999,799,0.6,Indianwear-Women
1,kami kubi,stripes cotton v neck womens flared dress - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1999,799,0.6,Indianwear-Women
24,varanga,womens round neck floral kurta - rust,"Size:Large,Medium,Small,X-Large,XX-Large",1999,799,0.6,Indianwear-Women
7,juniper,bandhni print georgette round neck high low womens tunic - peach,"Size:Large,Medium,Small,X-Large,X-Small",1999,799,0.6,Indianwear-Women
16,juniper,bandhni print georgette round neck high low womens tunic - sage,"Size:Large,Medium,Small,X-Large,X-Small",1999,799,0.6,Indianwear-Women
23,janasya,floral cotton mandarin womens kurta - cream,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1999,799,0.6,Indianwear-Women
16,varanga,viscose rayon womens casual trousers - white,"Size:Medium,Small,XX-Large",1999,799,0.6,Indianwear-Women
2,janasya,floral cotton mandarin womens kurta - white,"Size:Small,X-Large,X-Small,XX-Large,XXX-Large",1999,799,0.6,Indianwear-Women
0,myshka,printed cotton round neck womens dress - navy,"Size:Large,Medium,Small,X-Large,XX-Large",1999,799,0.6,Indianwear-Women
18,juniper,bandhni print georgette round neck high low womens tunic - mustard,Size:X-Small,1999,799,0.6,Indianwear-Women
1,kami kubi,floral cotton v neck womens regular top - red,"Size:Large,Medium,X-Small,XX-Large",1999,799,0.6,Indianwear-Women
5,varanga,womens black and gold zari embroidery and mirror work bell sleeves crop top - black,"Size:Large,Medium,Small,X-Large",1999,799,0.6,Indianwear-Women
0,janasya,gold print crepe round neck womens kurta palazzo set - rust,"Size:Medium,Small,X-Small",1999,799,0.6,Indianwear-Women
18,varanga,womens dark teal anarkali kurta with sequence and handwork detailing on yoke and sleeves - peacock,"Size:Large,Small",1999,799,0.6,Indianwear-Women
20,global desi,womens round neck printed top - off white,"Size:XL,Large,Small,X-Small,XX-Large",1999,799,0.6,Indianwear-Women
7,global desi,womens viscose rayon tie up neck kurta - mint,Size:Small,1999,799,0.6,Indianwear-Women
1,global desi,womens printed round neck kurta - teal,"Size:XL,Large,Medium,Small,X-Small",1999,799,0.6,Indianwear-Women
6,varanga,black and gold boho print tunic with 3/4th sleeves - black,"Size:X-Large,XX-Large",1999,799,0.6,Indianwear-Women
18,fusion beats,womens printed kurta - pink,"Size:Large,Medium,Small,X-Large,XX-Large",1999,799,0.6,Indianwear-Women
19,janasya,geometric cotton mandarin womens kurta - red,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1999,799,0.6,Indianwear-Women
3,yuris,printed round neck cotton womens a-line ethnic dress - navy,"Size:Small,X-Large,X-Small",1999,799,0.6,Indianwear-Women
13,global desi,floral key hole neck womens kurta - pink,"Size:XL,Medium,Small,X-Small",1999,799,0.6,Indianwear-Women
17,myshka,solid cotton blend collar neck womens dress - multi,"Size:Medium,Small",1999,799,0.6,Indianwear-Women
11,global desi,womens solid trouser - natural,"Size:Medium,Small,X-Small",1999,799,0.6,Indianwear-Women
1,varanga,womens beige and fuchsia floral printed straight kurta with lace and gota detailing on yoke - pink,Size:Small,1999,799,0.6,Indianwear-Women
13,varanga,mandarin collar womens kurta - maroon,"Size:Large,Medium,Small,X-Large,XX-Large",1999,799,0.6,Indianwear-Women
18,kami kubi,solid cotton mandarin neck womens calf length kurta - blue,"Size:Large,Medium,Small,X-Small,XX-Large,XXX-Large",1999,799,0.6,Indianwear-Women
17,fusion beats,womens solid pants - birch,"Size:Large,Medium,Small,X-Large,X-Small",1999,799,0.6,Indianwear-Women
23,kami kubi,floral mandarin neck cotton womens flared ethnic dress - pink,"Size:Large,Medium,Small,X-Large",1999,799,0.6,Indianwear-Women
18,global desi,womens regular fit geometric dress - blue,"Size:Large,X-Small",1999,799,0.6,Indianwear-Women
24,varanga,off white handloom straight kurta with thread embroidery on neckline and sleeves - white,Size:X-Large,1999,799,0.6,Indianwear-Women
21,varanga,womens maroon zari and sequins embroidery kurta with dori and pom pom tassel - maroon,"Size:Medium,Small,XX-Large",1999,799,0.6,Indianwear-Women
17,kami kubi,solid round neck cotton womens flared ethnic dress - green,"Size:Large,Medium,Small,X-Small",1999,799,0.6,Indianwear-Women
24,fusion beats,womens round neck printed top - black,"Size:Large,Medium,X-Large,XX-Large",1999,799,0.6,Indianwear-Women
11,kami kubi,floral mandarin neck cotton womens flared ethnic dress - yellow,"Size:Large,Medium,Small,X-Large",1999,799,0.6,Indianwear-Women
20,global desi,floral shirt collar straight womens kurta - mint,"Size:XL,Large,Medium,Small,X-Small",1999,799,0.6,Indianwear-Women
24,global desi,womens floral a-line kurta - red,"Size:Medium,Small,X-Small",1999,799,0.6,Indianwear-Women
15,fusion beats,womens mandarin neck solid kurta - orange,"Size:Large,Medium,Small,X-Large",1999,799,0.6,Indianwear-Women
10,janasya,womens peach cotton anarkali kurti (jne3562) - peach,Size:Small,1999,799,0.6,Indianwear-Women
4,global desi,womens band collar printed kurta - black,"Size:Medium,Small",1999,799,0.6,Indianwear-Women
2,global desi,striped shirt collar womens kurta - yellow,"Size:XL,Large,Medium,Small,X-Small,XX-Large",1999,799,0.6,Indianwear-Women
16,varanga,womens mandarin collar woven kurta - fuchsia,Size:Small,1999,799,0.6,Indianwear-Women
23,global desi,womens solid top - peach,"Size:Small,X-Small",1999,799,0.6,Indianwear-Women
0,fusion beats,womens solid pants - pink,"Size:Small,X-Large,XX-Large",1999,799,0.6,Indianwear-Women
5,fusion beats,womens solid palazzos - lilac,"Size:Large,Medium,Small,X-Small",1999,799,0.6,Indianwear-Women
5,global desi,womens regular fit floral kurta - off white,"Size:XL,Large,Medium,Small,XX-Large",1999,799,0.6,Indianwear-Women
14,global desi,solid cotton v-neck regular fit womens kurta - blue,"Size:Large,Medium,XX-Large",1999,799,0.6,Indianwear-Women
10,fusion beats,womens collared embroidered shirt - blue,"Size:Small,X-Small",1999,799,0.6,Indianwear-Women
23,fusion beats,womens solid casual palazzos - sage,"Size:Medium,Small,X-Large",1999,799,0.6,Indianwear-Women
16,fusion beats,womens solid full skirt - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1999,799,0.6,Indianwear-Women
13,fusion beats,womens solid casual palazzos - black,Size:X-Small,1999,799,0.6,Indianwear-Women
9,janasya,round neck empire line designer womens kurta - charcoal,Size:Small,1999,799,0.6,Indianwear-Women
12,fusion beats,womens mandarin collar printed kurta - yellow,"Size:Large,Medium,Small,XX-Large",1999,799,0.6,Indianwear-Women
8,crimsoune club,womens slim fit printed kurta - black,"Size:Large,Medium,X-Large",1999,799,0.6,Indianwear-Women
7,fusion beats,womens printed casual palazzos - grey,Size:Small,1999,799,0.6,Indianwear-Women
12,fusion beats,womens round neck embroidered top - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",1999,799,0.6,Indianwear-Women
19,clovia,womens saree shapewear with drawstring in beige - natural,"Size:Large,Medium,Small,X-Large,XX-Large",1999,799,0.6,Lingerie&Nightwear-Women
12,clovia,womens saree shapewear with drawstring - pink,"Size:Large,Medium,XX-Large",1999,799,0.6,Lingerie&Nightwear-Women
23,clovia,3 pcs printed satin nightwear - pink,Nan,1999,799,0.6,Lingerie&Nightwear-Women
6,clovia,womens saree shapewear with drawstring - blue,Size:Small,1999,799,0.6,Lingerie&Nightwear-Women
3,modare,womens pu slip-on flats - gold,"Size:36,37",1999,799,0.6,Footwear-Women
12,modare,womens casual wear slipon flats - navy,Size:35,1999,799,0.6,Footwear-Women
8,haute curry,womens casual wear buckle closure platforms - blue,"Size:36,37,38,39,40",1999,849,0.5,Footwear-Women
1,haute curry,womens casual wear slipon flats - yellow,Size:36,1999,849,0.5,Footwear-Women
3,rare,floral polyester round neck womens flared dress - black,"Size:Large,Medium,Small,X-Large",1999,899,0.5,Westernwear-Women
8,rare,half sleeves regular fit womens casual dress - navy,"Size:Large,Medium,Small,X-Large",1999,899,0.5,Westernwear-Women
13,rare,solid polyester round neck womens a-line dress - black,"Size:Large,Medium,Small",1999,899,0.5,Westernwear-Women
1,rare,floral 3/4th sleeves rayon womens full length jumpsuit - navy,"Size:Large,Medium,Small,X-Large",1999,899,0.5,Westernwear-Women
1,rare,printed round neck polyester womens a-line dress - blue,"Size:Medium,Small",1999,899,0.5,Westernwear-Women
24,marie claire,solid shoulder straps polyester womens casual dress - peach,"Size:Large,Medium,Small,X-Large",1999,899,0.5,Westernwear-Women
13,rare,colour blocked 3/4th sleeves polyester womens full length jumpsuit - black,"Size:Large,Medium,Small,X-Large",1999,899,0.5,Westernwear-Women
17,kami kubi,floral cotton mandarin womens straight top - maroon,"Size:Large,Medium,Small,X-Small",1999,899,0.5,Westernwear-Women
24,rare,stripes 3/4th sleeves polyester womens full length jumpsuit - maroon,"Size:Large,Medium,Small,X-Large",1999,899,0.5,Westernwear-Women
25,rare,printed choker neck polyester womens a-line dress - yellow,"Size:Large,Small,X-Large",1999,899,0.5,Westernwear-Women
0,rare,wide fit ankle length length polyester womens trousers - maroon,"Size:Large,Medium,Small,X-Large",1999,899,0.5,Westernwear-Women
14,rare,colour blocked 3/4th sleeves polyester womens full length jumpsuit - mustard,"Size:Large,Medium,Small,X-Large",1999,899,0.5,Westernwear-Women
1,rare,colour blocked 3/4th sleeves polyester womens full length jumpsuit - blue,"Size:Large,Medium,X-Large",1999,899,0.5,Westernwear-Women
17,janasya,solid round neck cotton flex regular fit womens night suit - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1999,899,0.5,Westernwear-Women
19,rare,polka dots round neck rayon womens a-line dress - black,"Size:Medium,Small",1999,899,0.5,Westernwear-Women
4,janasya,floral round neck cotton regular fit womens night suit - grey,"Size:Small,X-Small",1999,899,0.5,Westernwear-Women
21,kami kubi,geometric cotton v neck womens straight kurta - blue,"Size:Large,Medium,X-Large",1999,899,0.5,Indianwear-Women
5,kami kubi,floral cotton mandarin womens straight kurta - navy,"Size:Large,Medium,Small,X-Large,X-Small",1999,899,0.5,Indianwear-Women
1,varanga,womens round neck embellished kurta - maroon,"Size:Large,Medium,Small,X-Large,XX-Large",1999,899,0.5,Indianwear-Women
2,juniper,printed rayon round neck womens tiered dress - pink,"Size:Large,Medium,Small",1999,899,0.5,Indianwear-Women
0,varanga,round neck womens kurta - navy,"Size:Large,Medium,Small,X-Large,XX-Large",1999,899,0.5,Indianwear-Women
6,kami kubi,solid cotton flex round neck womens flared dress - blue,"Size:Large,Medium,Small,X-Small",1999,899,0.5,Indianwear-Women
13,kami kubi,solid round neck cotton womens flared dress - white,"Size:Large,Medium,Small,X-Small",1999,899,0.5,Indianwear-Women
23,varanga,mandarin collar womens kurta - off white,"Size:Large,Medium,Small,XX-Large",1999,899,0.5,Indianwear-Women
8,kami kubi,colour block cotton round neck womens regular top - olive,Size:Small,1999,899,0.5,Indianwear-Women
5,varanga,mandarin collar womens kurta - green,"Size:Large,Medium,Small,X-Large,XX-Large",1999,899,0.5,Indianwear-Women
24,kami kubi,stripes v neck cotton womens flared dress - navy,"Size:Large,Medium,X-Large,X-Small",1999,899,0.5,Indianwear-Women
4,yuris,printed round neck cotton womens a-line ethnic dress - black,"Size:Large,Medium,Small,X-Large,XX-Large",1999,899,0.5,Indianwear-Women
11,kami kubi,stripes cotton round neck womens flared kurta - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1999,899,0.5,Indianwear-Women
21,kami kubi,printed round neck cotton womens flared ethnic dress - grey,"Size:Large,Medium,Small,X-Small",1999,899,0.5,Indianwear-Women
6,kami kubi,textured cotton round neck womens straight kurta - black,Size:X-Small,1999,899,0.5,Indianwear-Women
25,varanga,viscose rayon womens ethnic palazzos - natural,"Size:Large,Medium,Small,X-Large,XX-Large",1999,899,0.5,Indianwear-Women
7,varanga,round neck womens kurta - maroon,"Size:Large,Medium,Small,X-Large,XX-Large",1999,899,0.5,Indianwear-Women
13,yuris,printed round neck cotton womens dress - multi,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",1999,899,0.5,Indianwear-Women
4,yuris,printed round neck cotton womens a-line ethnic dress - grey,"Size:Large,Medium,Small,XX-Large",1999,899,0.5,Indianwear-Women
15,varanga,womens mustard floral kalamkari hand block printed kurta with gota and pom pom embellishment - mustard,Size:Small,1999,899,0.5,Indianwear-Women
16,varanga,womens black and zari embroidery straight kurta with roll up sleeves - black,"Size:Large,Medium,Small,XX-Large",1999,899,0.5,Indianwear-Women
4,varanga,womens round neck embellished kurta - magenta,"Size:Medium,Small",1999,899,0.5,Indianwear-Women
23,kami kubi,solid cotton round neck womens knee length kurta - maroon,"Size:Large,Medium,Small,X-Small",1999,899,0.5,Indianwear-Women
25,varanga,pink and white block printed straight kurta with gota work detailing - pink,Size:X-Large,1999,899,0.5,Indianwear-Women
1,varanga,womens teal silk straight kurta with sequins and dori work detailing on yoke and sleeves - peacock,"Size:Large,Medium,Small,X-Large,XX-Large",1999,899,0.5,Indianwear-Women
9,varanga,round neck womens kurta - magenta,"Size:Large,Medium,Small,X-Large,XX-Large",1999,899,0.5,Indianwear-Women
17,kami kubi,solid cotton round neck womens regular fit kurta - blue,Size:Large,1999,899,0.5,Indianwear-Women
18,kami kubi,geometric cotton mandarin neck womens calf length kurta - pink,"Size:Large,Medium,Small",1999,899,0.5,Indianwear-Women
8,varanga,viscose rayon womens ethnic palazzos - off white,"Size:Large,Medium,Small,X-Large,XX-Large",1999,899,0.5,Indianwear-Women
8,kami kubi,block print cotton round neck womens straight kurta - black,Size:X-Small,1999,899,0.5,Indianwear-Women
3,varanga,cotton womens ethnic palazzos - natural,"Size:Medium,Small",1999,899,0.5,Indianwear-Women
9,varanga,womens off white straight kurta with tribal printed yoke with pom pom lace detailing on bell sleeves - off white,Size:X-Large,1999,899,0.5,Indianwear-Women
0,varanga,womens maroon floral kalamkari hand block printed kurta with gota and pom pom embellishment - maroon,"Size:Large,X-Large",1999,899,0.5,Indianwear-Women
23,kami kubi,geometric cotton mandarin neck womens calf length kurta - yellow,"Size:Large,Medium",1999,899,0.5,Indianwear-Women
7,kami kubi,solid mandarin neck rayon womens straight fit ethnic dress - blue,"Size:Medium,Small",1999,899,0.5,Indianwear-Women
1,varanga,round neck cotton womens dress - grey,"Size:Small,XX-Large",1999,899,0.5,Indianwear-Women
6,kami kubi,geometric mandarin neck cotton womens flared ethnic dress - white,"Size:Large,Medium,Small",1999,899,0.5,Indianwear-Women
17,varanga,womens green woven design straight handloom kurta with thread embroidery on neckline and sleeves - green,Size:Small,1999,899,0.5,Indianwear-Women
20,varanga,round neck womens kurta - charcoal,Size:Small,1999,899,0.5,Indianwear-Women
8,erotissch,solid satin womens mid thigh night dress - black,"Size:Large,Medium,Small,X-Large",1999,899,0.5,Lingerie&Nightwear-Women
15,erotissch,solid satin womens mid thigh night dress - burnt orange,"Size:Large,Medium,Small,X-Large",1999,899,0.5,Lingerie&Nightwear-Women
14,erotissch,cotton womens sleepwear set - porcelain,"Size:Large,Medium,Small,X-Large,XX-Large",1999,899,0.5,Lingerie&Nightwear-Women
23,erotissch,solid satin womens mid thigh night dress - candy,"Size:Large,Medium,Small,X-Large",1999,899,0.5,Lingerie&Nightwear-Women
12,erotissch,yellow & blue printed non-wired lightly padded sports bra - banana,"Size:Large,Small,X-Large",1999,899,0.5,Lingerie&Nightwear-Women
15,erotissch,solid satin womens mid thigh night dress - mushroom,"Size:Large,Medium,Small,X-Large",1999,899,0.5,Lingerie&Nightwear-Women
2,erotissch,solid satin womens mid thigh night dress - dusty lilac,"Size:Large,Medium,Small,X-Large",1999,899,0.5,Lingerie&Nightwear-Women
23,erotissch,solid satin womens mid thigh night dress - cokeley mustard,"Size:Large,Medium,Small,X-Large",1999,899,0.5,Lingerie&Nightwear-Women
19,haute curry,womens casual wear slipon wedges - natural,"Size:36,37,38,39",1999,949,0.5,Footwear-Women
17,haute curry,womens casual wear slipon wedges - gold,"Size:36,37,38,39",1999,949,0.5,Footwear-Women
19,life,regular fit regular length denim womens jeans - mid stone,"Size:26,28,30,32,34,36",1999,999,0.5,Westernwear-Women
24,life,regular fit regular length denim womens jeans - mid stone,"Size:26,28,30,32,34,36",1999,999,0.5,Westernwear-Women
9,infuse,printed square neck rayon womens dress - pink,"Size:Large,Medium,Small,X-Large,X-Small",1999,999,0.5,Westernwear-Women
25,life,regular fit regular length denim womens jeans - olive,"Size:26,28,30,32,34,36",1999,999,0.5,Westernwear-Women
15,life,regular fit regular length denim womens jeans - pink,"Size:26,28,30,32,34,36",1999,999,0.5,Westernwear-Women
2,fratini,printed polyester round neck womens a-line dress - yellow,"Size:Error Size,Large,Medium,Small,X-Large,XX-Large",1999,999,0.5,Westernwear-Women
11,life,regular fit regular length denim womens jeans - charcoal,"Size:26,28,30,32,34,36",1999,999,0.5,Westernwear-Women
6,fratini,printed polyester round neck womens a-line dress - off white,"Size:Error Size,Large,Medium,Small,X-Large,XX-Large",1999,999,0.5,Westernwear-Women
4,stop,solid nr roma regular neck womens regular dress - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1999,999,0.5,Westernwear-Women
8,life,regular fit ankle length denim womens jeans - ice,"Size:26,28,30,32,34,36",1999,999,0.5,Westernwear-Women
21,stop,solid satin regular neck womens regular dress - mustard,"Size:Large,Medium,Small,X-Large,XX-Large",1999,999,0.5,Westernwear-Women
6,vero moda,textured round neck polyester womens top - green,"Size:Large,Medium,Small,X-Large,X-Small",1999,999,0.5,Westernwear-Women
25,juniper,womens off white rayon flex yoke embroidered asymmetric tunic - off white,"Size:Large,Medium,Small,X-Large",1999,999,0.5,Westernwear-Women
24,reebok,solid regular fit polyester womens active wear tights - black,"Size:Large,Medium,Small,X-Large,X-Small",1999,999,0.5,Westernwear-Women
0,and,jacquard polyester round neck womens work wear jacket - black mix,"Size:8,10,14",1999,999,0.5,Westernwear-Women
1,vero moda,textured round neck polyester womens top - black,"Size:Large,Medium,Small,X-Large,X-Small",1999,999,0.5,Westernwear-Women
11,stop,solid nr roma regular neck womens regular dress - natural,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1999,999,0.5,Westernwear-Women
5,stop,solid satin regular neck womens regular dress - ivory,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1999,999,0.5,Westernwear-Women
15,fratini,embellished v neck polyester womens regular dress - blush,"Size:Large,Small",1999,999,0.5,Westernwear-Women
15,van heusen,printed viscose round neck womens top - mid blue,"Size:Large,Medium,Small,X-Large,X-Small",1999,999,0.5,Westernwear-Women
